engine,scenario,accounts,overhead_us,threads,run,tps
LEAP-base,Hotspot_90pct,1000,10,1,2,81516
LEAP-base,Hotspot_90pct,1000,10,1,3,81716
LEAP-base,Hotspot_90pct,1000,10,1,4,81375
LEAP-base,Hotspot_90pct,1000,10,1,5,81568
LEAP-base,Hotspot_90pct,1000,10,1,6,81791
LEAP-base,Hotspot_90pct,1000,10,2,0,153959
LEAP-base,Hotspot_90pct,1000,10,2,1,152929
LEAP-base,Hotspot_90pct,1000,10,2,2,150948
LEAP-base,Hotspot_90pct,1000,10,2,3,151423
LEAP-base,Hotspot_90pct,1000,10,2,4,150638
LEAP-base,Hotspot_90pct,1000,10,2,5,153155
LEAP-base,Hotspot_90pct,1000,10,2,6,151958
LEAP-base,Hotspot_90pct,1000,10,4,0,271828
LEAP-base,Hotspot_90pct,1000,10,4,1,278726
LEAP-base,Hotspot_90pct,1000,10,4,2,270370
LEAP-base,Hotspot_90pct,1000,10,4,3,267515
LEAP-base,Hotspot_90pct,1000,10,4,4,270800
LEAP-base,Hotspot_90pct,1000,10,4,5,255309
LEAP-base,Hotspot_90pct,1000,10,4,6,275250
LEAP-base,Hotspot_90pct,1000,10,8,0,406208
LEAP-base,Hotspot_90pct,1000,10,8,1,405799
LEAP-base,Hotspot_90pct,1000,10,8,2,408203
LEAP-base,Hotspot_90pct,1000,10,8,3,420027
LEAP-base,Hotspot_90pct,1000,10,8,4,416115
LEAP-base,Hotspot_90pct,1000,10,8,5,416122
LEAP-base,Hotspot_90pct,1000,10,8,6,401915
LEAP-base,Hotspot_90pct,1000,10,16,0,618206
LEAP-base,Hotspot_90pct,1000,10,16,1,289521
LEAP-base,Hotspot_90pct,1000,10,16,2,338331
LEAP-base,Hotspot_90pct,1000,10,16,3,712394
LEAP-base,Hotspot_90pct,1000,10,16,4,578253
LEAP-base,Hotspot_90pct,1000,10,16,5,310272
LEAP-base,Hotspot_90pct,1000,10,16,6,676171
LEAP,Hotspot_90pct,1000,10,1,0,81704
LEAP,Hotspot_90pct,1000,10,1,1,86869
LEAP,Hotspot_90pct,1000,10,1,2,81338
LEAP,Hotspot_90pct,1000,10,1,3,86199
LEAP,Hotspot_90pct,1000,10,1,4,81767
LEAP,Hotspot_90pct,1000,10,1,5,81876
LEAP,Hotspot_90pct,1000,10,1,6,80631
LEAP,Hotspot_90pct,1000,10,2,0,150540
LEAP,Hotspot_90pct,1000,10,2,1,151929
LEAP,Hotspot_90pct,1000,10,2,2,146995
LEAP,Hotspot_90pct,1000,10,2,3,149836
LEAP,Hotspot_90pct,1000,10,2,4,152199
LEAP,Hotspot_90pct,1000,10,2,5,155656
LEAP,Hotspot_90pct,1000,10,2,6,149198
LEAP,Hotspot_90pct,1000,10,4,0,254800
LEAP,Hotspot_90pct,1000,10,4,1,284871
LEAP,Hotspot_90pct,1000,10,4,2,276903
LEAP,Hotspot_90pct,1000,10,4,3,276689
LEAP,Hotspot_90pct,1000,10,4,4,279360
LEAP,Hotspot_90pct,1000,10,4,5,278377
LEAP,Hotspot_90pct,1000,10,4,6,279566
LEAP,Hotspot_90pct,1000,10,8,0,424535
LEAP,Hotspot_90pct,1000,10,8,1,422351
LEAP,Hotspot_90pct,1000,10,8,2,426175
LEAP,Hotspot_90pct,1000,10,8,3,425386
LEAP,Hotspot_90pct,1000,10,8,4,423056
LEAP,Hotspot_90pct,1000,10,8,5,417782
LEAP,Hotspot_90pct,1000,10,8,6,427500
LEAP,Hotspot_90pct,1000,10,16,0,648201
LEAP,Hotspot_90pct,1000,10,16,1,631711
LEAP,Hotspot_90pct,1000,10,16,2,628768
LEAP,Hotspot_90pct,1000,10,16,3,648825
LEAP,Hotspot_90pct,1000,10,16,4,649101
LEAP,Hotspot_90pct,1000,10,16,5,552759
LEAP,Hotspot_90pct,1000,10,16,6,604100
Serial,Uniform,1000,50,1,0,23074
Serial,Uniform,1000,50,1,1,23304
Serial,Uniform,1000,50,1,2,23312
Serial,Uniform,1000,50,1,3,23330
Serial,Uniform,1000,50,1,4,23324
Serial,Uniform,1000,50,1,5,23327
Serial,Uniform,1000,50,1,6,23318
LEAP-base,Uniform,1000,50,1,0,20328
LEAP-base,Uniform,1000,50,1,1,20366
LEAP-base,Uniform,1000,50,1,2,20285
LEAP-base,Uniform,1000,50,1,3,20295
LEAP-base,Uniform,1000,50,1,4,21718
LEAP-base,Uniform,1000,50,1,5,20300
LEAP-base,Uniform,1000,50,1,6,20276
LEAP-base,Uniform,1000,50,2,0,39968
LEAP-base,Uniform,1000,50,2,1,41270
LEAP-base,Uniform,1000,50,2,2,40637
LEAP-base,Uniform,1000,50,2,3,40775
LEAP-base,Uniform,1000,50,2,4,40041
LEAP-base,Uniform,1000,50,2,5,40613
LEAP-base,Uniform,1000,50,2,6,40604
LEAP-base,Uniform,1000,50,4,0,77826
LEAP-base,Uniform,1000,50,4,1,78461
LEAP-base,Uniform,1000,50,4,2,80488
LEAP-base,Uniform,1000,50,4,3,79592
LEAP-base,Uniform,1000,50,4,4,81299
LEAP-base,Uniform,1000,50,4,5,76187
LEAP-base,Uniform,1000,50,4,6,80905
LEAP-base,Uniform,1000,50,8,0,149269
LEAP-base,Uniform,1000,50,8,1,142276
LEAP-base,Uniform,1000,50,8,2,146365
LEAP-base,Uniform,1000,50,8,3,152475
LEAP-base,Uniform,1000,50,8,4,141217
LEAP-base,Uniform,1000,50,8,5,142439
LEAP-base,Uniform,1000,50,8,6,144480
LEAP-base,Uniform,1000,50,16,0,241476
LEAP-base,Uniform,1000,50,16,1,240118
LEAP-base,Uniform,1000,50,16,2,238550
LEAP-base,Uniform,1000,50,16,3,240932
LEAP-base,Uniform,1000,50,16,4,239881
LEAP-base,Uniform,1000,50,16,5,236853
LEAP-base,Uniform,1000,50,16,6,206675
LEAP,Uniform,1000,50,1,0,20204
LEAP,Uniform,1000,50,1,1,20216
LEAP,Uniform,1000,50,1,2,20211
LEAP,Uniform,1000,50,1,3,20233
LEAP,Uniform,1000,50,1,4,20215
LEAP,Uniform,1000,50,1,5,20225
LEAP,Uniform,1000,50,1,6,21159
LEAP,Uniform,1000,50,2,0,40806
LEAP,Uniform,1000,50,2,1,40041
LEAP,Uniform,1000,50,2,2,40050
LEAP,Uniform,1000,50,2,3,41277
LEAP,Uniform,1000,50,2,4,39947
LEAP,Uniform,1000,50,2,5,39916
LEAP,Uniform,1000,50,2,6,41181
LEAP,Uniform,1000,50,4,0,79202
LEAP,Uniform,1000,50,4,1,77458
LEAP,Uniform,1000,50,4,2,78884
LEAP,Uniform,1000,50,4,3,80483
LEAP,Uniform,1000,50,4,4,80340
LEAP,Uniform,1000,50,4,5,79029
LEAP,Uniform,1000,50,4,6,79747
LEAP,Uniform,1000,50,8,0,141394
LEAP,Uniform,1000,50,8,1,143070
LEAP,Uniform,1000,50,8,2,146453
LEAP,Uniform,1000,50,8,3,140706
LEAP,Uniform,1000,50,8,4,148786
LEAP,Uniform,1000,50,8,5,146454
LEAP,Uniform,1000,50,8,6,141631
LEAP,Uniform,1000,50,16,0,247337
LEAP,Uniform,1000,50,16,1,246377
LEAP,Uniform,1000,50,16,2,249345
LEAP,Uniform,1000,50,16,3,208831
LEAP,Uniform,1000,50,16,4,218537
LEAP,Uniform,1000,50,16,5,206276
LEAP,Uniform,1000,50,16,6,216610
Serial,Hotspot_90pct,1000,50,1,0,23336
Serial,Hotspot_90pct,1000,50,1,1,23316
Serial,Hotspot_90pct,1000,50,1,2,23320
Serial,Hotspot_90pct,1000,50,1,3,23210
Serial,Hotspot_90pct,1000,50,1,4,23317
Serial,Hotspot_90pct,1000,50,1,5,23309
Serial,Hotspot_90pct,1000,50,1,6,23318
LEAP-base,Hotspot_90pct,1000,50,1,0,20274
LEAP-base,Hotspot_90pct,1000,50,1,1,20186
LEAP-base,Hotspot_90pct,1000,50,1,2,20182
LEAP-base,Hotspot_90pct,1000,50,1,3,20211
LEAP-base,Hotspot_90pct,1000,50,1,4,20243
LEAP-base,Hotspot_90pct,1000,50,1,5,20253
LEAP-base,Hotspot_90pct,1000,50,1,6,20235
LEAP-base,Hotspot_90pct,1000,50,2,0,39898
LEAP-base,Hotspot_90pct,1000,50,2,1,41287
LEAP-base,Hotspot_90pct,1000,50,2,2,39883
LEAP-base,Hotspot_90pct,1000,50,2,3,41824
LEAP-base,Hotspot_90pct,1000,50,2,4,41288
LEAP-base,Hotspot_90pct,1000,50,2,5,40078
LEAP-base,Hotspot_90pct,1000,50,2,6,40037
LEAP-base,Hotspot_90pct,1000,50,4,0,80204
LEAP-base,Hotspot_90pct,1000,50,4,1,81957
LEAP-base,Hotspot_90pct,1000,50,4,2,82814
LEAP-base,Hotspot_90pct,1000,50,4,3,80662
LEAP-base,Hotspot_90pct,1000,50,4,4,79116
LEAP-base,Hotspot_90pct,1000,50,4,5,80349
LEAP-base,Hotspot_90pct,1000,50,4,6,82712
LEAP-base,Hotspot_90pct,1000,50,8,0,147715
LEAP-base,Hotspot_90pct,1000,50,8,1,146809
LEAP-base,Hotspot_90pct,1000,50,8,2,138282
LEAP-base,Hotspot_90pct,1000,50,8,3,157790
LEAP-base,Hotspot_90pct,1000,50,8,4,141764
LEAP-base,Hotspot_90pct,1000,50,8,5,145062
LEAP-base,Hotspot_90pct,1000,50,8,6,147426
LEAP-base,Hotspot_90pct,1000,50,16,0,213023
LEAP-base,Hotspot_90pct,1000,50,16,1,210319
LEAP-base,Hotspot_90pct,1000,50,16,2,235558
LEAP-base,Hotspot_90pct,1000,50,16,3,209280
LEAP-base,Hotspot_90pct,1000,50,16,4,200819
LEAP-base,Hotspot_90pct,1000,50,16,5,224772
LEAP-base,Hotspot_90pct,1000,50,16,6,239352
LEAP,Hotspot_90pct,1000,50,1,0,20258
LEAP,Hotspot_90pct,1000,50,1,1,20260
LEAP,Hotspot_90pct,1000,50,1,2,20231
LEAP,Hotspot_90pct,1000,50,1,3,20236
LEAP,Hotspot_90pct,1000,50,1,4,20221
LEAP,Hotspot_90pct,1000,50,1,5,20242
LEAP,Hotspot_90pct,1000,50,1,6,20222
LEAP,Hotspot_90pct,1000,50,2,0,40270
LEAP,Hotspot_90pct,1000,50,2,1,40759
LEAP,Hotspot_90pct,1000,50,2,2,39934
LEAP,Hotspot_90pct,1000,50,2,3,40065
LEAP,Hotspot_90pct,1000,50,2,4,39945
LEAP,Hotspot_90pct,1000,50,2,5,40009
LEAP,Hotspot_90pct,1000,50,2,6,41358
LEAP,Hotspot_90pct,1000,50,4,0,81420
LEAP,Hotspot_90pct,1000,50,4,1,84007
LEAP,Hotspot_90pct,1000,50,4,2,80609
LEAP,Hotspot_90pct,1000,50,4,3,81236
LEAP,Hotspot_90pct,1000,50,4,4,81769
LEAP,Hotspot_90pct,1000,50,4,5,80576
LEAP,Hotspot_90pct,1000,50,4,6,81271
LEAP,Hotspot_90pct,1000,50,8,0,150743
LEAP,Hotspot_90pct,1000,50,8,1,141828
LEAP,Hotspot_90pct,1000,50,8,2,135734
LEAP,Hotspot_90pct,1000,50,8,3,150508
LEAP,Hotspot_90pct,1000,50,8,4,146366
LEAP,Hotspot_90pct,1000,50,8,5,144173
LEAP,Hotspot_90pct,1000,50,8,6,145259
LEAP,Hotspot_90pct,1000,50,16,0,247235
LEAP,Hotspot_90pct,1000,50,16,1,247771
LEAP,Hotspot_90pct,1000,50,16,2,247512
LEAP,Hotspot_90pct,1000,50,16,3,244985
LEAP,Hotspot_90pct,1000,50,16,4,233484
LEAP,Hotspot_90pct,1000,50,16,5,247748
LEAP,Hotspot_90pct,1000,50,16,6,248716
Serial,Uniform,1000,100,1,0,11628
Serial,Uniform,1000,100,1,1,11616
Serial,Uniform,1000,100,1,2,11626
Serial,Uniform,1000,100,1,3,11634
Serial,Uniform,1000,100,1,4,11635
Serial,Uniform,1000,100,1,5,11638
Serial,Uniform,1000,100,1,6,11631
LEAP-base,Uniform,1000,100,1,0,10451
LEAP-base,Uniform,1000,100,1,1,10453
LEAP-base,Uniform,1000,100,1,2,10449
LEAP-base,Uniform,1000,100,1,3,10455
LEAP-base,Uniform,1000,100,1,4,10434
LEAP-base,Uniform,1000,100,1,5,10451
LEAP-base,Uniform,1000,100,1,6,10465
LEAP-base,Uniform,1000,100,2,0,20737
LEAP-base,Uniform,1000,100,2,1,21005
LEAP-base,Uniform,1000,100,2,2,20731
LEAP-base,Uniform,1000,100,2,3,21494
LEAP-base,Uniform,1000,100,2,4,21407
LEAP-base,Uniform,1000,100,2,5,20908
LEAP-base,Uniform,1000,100,2,6,20743
LEAP-base,Uniform,1000,100,4,0,42070
LEAP-base,Uniform,1000,100,4,1,41769
LEAP-base,Uniform,1000,100,4,2,41101
LEAP-base,Uniform,1000,100,4,3,41178
LEAP-base,Uniform,1000,100,4,4,41945
LEAP-base,Uniform,1000,100,4,5,42118
LEAP-base,Uniform,1000,100,4,6,41357
LEAP-base,Uniform,1000,100,8,0,79711
LEAP-base,Uniform,1000,100,8,1,81692
LEAP-base,Uniform,1000,100,8,2,75551
LEAP-base,Uniform,1000,100,8,3,82209
LEAP-base,Uniform,1000,100,8,4,78780
LEAP-base,Uniform,1000,100,8,5,77414
LEAP-base,Uniform,1000,100,8,6,77976
LEAP-base,Uniform,1000,100,16,0,129284
LEAP-base,Uniform,1000,100,16,1,128271
LEAP-base,Uniform,1000,100,16,2,133408
LEAP-base,Uniform,1000,100,16,3,130765
LEAP-base,Uniform,1000,100,16,4,136407
LEAP-base,Uniform,1000,100,16,5,132462
LEAP-base,Uniform,1000,100,16,6,131630
LEAP,Uniform,1000,100,1,0,10464
LEAP,Uniform,1000,100,1,1,11202
LEAP,Uniform,1000,100,1,2,10454
LEAP,Uniform,1000,100,1,3,10453
LEAP,Uniform,1000,100,1,4,10446
LEAP,Uniform,1000,100,1,5,10430
LEAP,Uniform,1000,100,1,6,10465
LEAP,Uniform,1000,100,2,0,21872
LEAP,Uniform,1000,100,2,1,20981
LEAP,Uniform,1000,100,2,2,21318
LEAP,Uniform,1000,100,2,3,20682
LEAP,Uniform,1000,100,2,4,21644
LEAP,Uniform,1000,100,2,5,20780
LEAP,Uniform,1000,100,2,6,20789
LEAP,Uniform,1000,100,4,0,42129
LEAP,Uniform,1000,100,4,1,41835
LEAP,Uniform,1000,100,4,2,42442
LEAP,Uniform,1000,100,4,3,41027
LEAP,Uniform,1000,100,4,4,41886
LEAP,Uniform,1000,100,4,5,42853
LEAP,Uniform,1000,100,4,6,42147
LEAP,Uniform,1000,100,8,0,81839
LEAP,Uniform,1000,100,8,1,78321
LEAP,Uniform,1000,100,8,2,80485
LEAP,Uniform,1000,100,8,3,79689
LEAP,Uniform,1000,100,8,4,76642
LEAP,Uniform,1000,100,8,5,82929
LEAP,Uniform,1000,100,8,6,79939
LEAP,Uniform,1000,100,16,0,126650
LEAP,Uniform,1000,100,16,1,133590
LEAP,Uniform,1000,100,16,2,135120
LEAP,Uniform,1000,100,16,3,124842
LEAP,Uniform,1000,100,16,4,129544
LEAP,Uniform,1000,100,16,5,135695
LEAP,Uniform,1000,100,16,6,132822
Serial,Hotspot_90pct,1000,100,1,0,11615
Serial,Hotspot_90pct,1000,100,1,1,11620
Serial,Hotspot_90pct,1000,100,1,2,11617
Serial,Hotspot_90pct,1000,100,1,3,11634
Serial,Hotspot_90pct,1000,100,1,4,11624
Serial,Hotspot_90pct,1000,100,1,5,11635
Serial,Hotspot_90pct,1000,100,1,6,11626
LEAP-base,Hotspot_90pct,1000,100,1,0,11053
LEAP-base,Hotspot_90pct,1000,100,1,1,10762
LEAP-base,Hotspot_90pct,1000,100,1,2,10427
LEAP-base,Hotspot_90pct,1000,100,1,3,10621
LEAP-base,Hotspot_90pct,1000,100,1,4,10428
LEAP-base,Hotspot_90pct,1000,100,1,5,10557
LEAP-base,Hotspot_90pct,1000,100,1,6,10446
LEAP-base,Hotspot_90pct,1000,100,2,0,20773
LEAP-base,Hotspot_90pct,1000,100,2,1,20944
LEAP-base,Hotspot_90pct,1000,100,2,2,20778
LEAP-base,Hotspot_90pct,1000,100,2,3,20771
LEAP-base,Hotspot_90pct,1000,100,2,4,20697
LEAP-base,Hotspot_90pct,1000,100,2,5,21111
LEAP-base,Hotspot_90pct,1000,100,2,6,20744
LEAP-base,Hotspot_90pct,1000,100,4,0,41342
LEAP-base,Hotspot_90pct,1000,100,4,1,41390
LEAP-base,Hotspot_90pct,1000,100,4,2,41642
LEAP-base,Hotspot_90pct,1000,100,4,3,42817
LEAP-base,Hotspot_90pct,1000,100,4,4,42633
LEAP-base,Hotspot_90pct,1000,100,4,5,42079
LEAP-base,Hotspot_90pct,1000,100,4,6,41168
LEAP-base,Hotspot_90pct,1000,100,8,0,77816
LEAP-base,Hotspot_90pct,1000,100,8,1,78281
LEAP-base,Hotspot_90pct,1000,100,8,2,79206
LEAP-base,Hotspot_90pct,1000,100,8,3,80906
LEAP-base,Hotspot_90pct,1000,100,8,4,79420
LEAP-base,Hotspot_90pct,1000,100,8,5,81039
LEAP-base,Hotspot_90pct,1000,100,8,6,80118
LEAP-base,Hotspot_90pct,1000,100,16,0,133017
LEAP-base,Hotspot_90pct,1000,100,16,1,135313
LEAP-base,Hotspot_90pct,1000,100,16,2,130804
LEAP-base,Hotspot_90pct,1000,100,16,3,123610
LEAP-base,Hotspot_90pct,1000,100,16,4,132587
LEAP-base,Hotspot_90pct,1000,100,16,5,133379
LEAP-base,Hotspot_90pct,1000,100,16,6,134931
LEAP,Hotspot_90pct,1000,100,1,0,10474
LEAP,Hotspot_90pct,1000,100,1,1,10885
LEAP,Hotspot_90pct,1000,100,1,2,10469
LEAP,Hotspot_90pct,1000,100,1,3,11231
LEAP,Hotspot_90pct,1000,100,1,4,10476
LEAP,Hotspot_90pct,1000,100,1,5,10475
LEAP,Hotspot_90pct,1000,100,1,6,10471
LEAP,Hotspot_90pct,1000,100,2,0,20924
LEAP,Hotspot_90pct,1000,100,2,1,20777
LEAP,Hotspot_90pct,1000,100,2,2,21483
LEAP,Hotspot_90pct,1000,100,2,3,20775
LEAP,Hotspot_90pct,1000,100,2,4,20761
LEAP,Hotspot_90pct,1000,100,2,5,20742
LEAP,Hotspot_90pct,1000,100,2,6,20906
LEAP,Hotspot_90pct,1000,100,4,0,42562
LEAP,Hotspot_90pct,1000,100,4,1,42011
LEAP,Hotspot_90pct,1000,100,4,2,43409
LEAP,Hotspot_90pct,1000,100,4,3,42867
LEAP,Hotspot_90pct,1000,100,4,4,42175
LEAP,Hotspot_90pct,1000,100,4,5,41378
LEAP,Hotspot_90pct,1000,100,4,6,42183
LEAP,Hotspot_90pct,1000,100,8,0,79079
LEAP,Hotspot_90pct,1000,100,8,1,79095
LEAP,Hotspot_90pct,1000,100,8,2,80169
LEAP,Hotspot_90pct,1000,100,8,3,79065
LEAP,Hotspot_90pct,1000,100,8,4,81350
LEAP,Hotspot_90pct,1000,100,8,5,80545
LEAP,Hotspot_90pct,1000,100,8,6,80978
LEAP,Hotspot_90pct,1000,100,16,0,135290
LEAP,Hotspot_90pct,1000,100,16,1,135221
LEAP,Hotspot_90pct,1000,100,16,2,135692
LEAP,Hotspot_90pct,1000,100,16,3,133447
LEAP,Hotspot_90pct,1000,100,16,4,132398
LEAP,Hotspot_90pct,1000,100,16,5,127373
LEAP,Hotspot_90pct,1000,100,16,6,132009
LEAP-base,Hotspot_90pct,50,10,1,0,79928
LEAP-base,Hotspot_90pct,50,10,1,1,79353
LEAP-base,Hotspot_90pct,50,10,1,2,80017
LEAP-base,Hotspot_90pct,50,10,1,3,79802
LEAP-base,Hotspot_90pct,50,10,1,4,80390
LEAP-base,Hotspot_90pct,50,10,1,5,80787
LEAP-base,Hotspot_90pct,50,10,1,6,81610
LEAP-base,Hotspot_90pct,50,10,4,0,274197
LEAP-base,Hotspot_90pct,50,10,4,1,279061
LEAP-base,Hotspot_90pct,50,10,4,2,267896
LEAP-base,Hotspot_90pct,50,10,4,3,265717
LEAP-base,Hotspot_90pct,50,10,4,4,269721
