engine,scenario,accounts,overhead_us,threads,run,tps
LEAP-base,Hotspot_90pct,50,10,4,5,270860
LEAP-base,Hotspot_90pct,50,10,4,6,275183
LEAP-base,Hotspot_90pct,50,10,8,0,419381
LEAP-base,Hotspot_90pct,50,10,8,1,384549
LEAP-base,Hotspot_90pct,50,10,8,2,372895
LEAP-base,Hotspot_90pct,50,10,8,3,410123
LEAP-base,Hotspot_90pct,50,10,8,4,384204
LEAP-base,Hotspot_90pct,50,10,8,5,402620
LEAP-base,Hotspot_90pct,50,10,8,6,389102
LEAP-base,Hotspot_90pct,50,10,16,0,538421
LEAP-base,Hotspot_90pct,50,10,16,1,521992
LEAP-base,Hotspot_90pct,50,10,16,2,315027
LEAP-base,Hotspot_90pct,50,10,16,3,426491
LEAP-base,Hotspot_90pct,50,10,16,4,584434
LEAP-base,Hotspot_90pct,50,10,16,5,616283
LEAP-base,Hotspot_90pct,50,10,16,6,490255
LEAP,Hotspot_90pct,50,10,1,0,81212
LEAP,Hotspot_90pct,50,10,1,1,79581
LEAP,Hotspot_90pct,50,10,1,2,79954
LEAP,Hotspot_90pct,50,10,1,3,79635
LEAP,Hotspot_90pct,50,10,1,4,80290
LEAP,Hotspot_90pct,50,10,1,5,79805
LEAP,Hotspot_90pct,50,10,1,6,80540
LEAP,Hotspot_90pct,50,10,4,0,272961
LEAP,Hotspot_90pct,50,10,4,1,276991
LEAP,Hotspot_90pct,50,10,4,2,272797
LEAP,Hotspot_90pct,50,10,4,3,274794
LEAP,Hotspot_90pct,50,10,4,4,273824
LEAP,Hotspot_90pct,50,10,4,5,272440
LEAP,Hotspot_90pct,50,10,4,6,278909
LEAP,Hotspot_90pct,50,10,8,0,408305
LEAP,Hotspot_90pct,50,10,8,1,401214
LEAP,Hotspot_90pct,50,10,8,2,418424
LEAP,Hotspot_90pct,50,10,8,3,408985
LEAP,Hotspot_90pct,50,10,8,4,419404
LEAP,Hotspot_90pct,50,10,8,5,388144
LEAP,Hotspot_90pct,50,10,8,6,407709
LEAP,Hotspot_90pct,50,10,16,0,608435
LEAP,Hotspot_90pct,50,10,16,1,392677
LEAP,Hotspot_90pct,50,10,16,2,659018
LEAP,Hotspot_90pct,50,10,16,3,692726
LEAP,Hotspot_90pct,50,10,16,4,627726
LEAP,Hotspot_90pct,50,10,16,5,540813
LEAP,Hotspot_90pct,50,10,16,6,455373
LEAP-base,Hotspot_90pct,200,10,1,0,80951
LEAP-base,Hotspot_90pct,200,10,1,1,85292
LEAP-base,Hotspot_90pct,200,10,1,2,82264
LEAP-base,Hotspot_90pct,200,10,1,3,80430
LEAP-base,Hotspot_90pct,200,10,1,4,80771
LEAP-base,Hotspot_90pct,200,10,1,5,80753
LEAP-base,Hotspot_90pct,200,10,1,6,80543
LEAP-base,Hotspot_90pct,200,10,4,0,272281
LEAP-base,Hotspot_90pct,200,10,4,1,269115
LEAP-base,Hotspot_90pct,200,10,4,2,272091
LEAP-base,Hotspot_90pct,200,10,4,3,268456
LEAP-base,Hotspot_90pct,200,10,4,4,260256
LEAP-base,Hotspot_90pct,200,10,4,5,273302
LEAP-base,Hotspot_90pct,200,10,4,6,268379
LEAP-base,Hotspot_90pct,200,10,8,0,369553
LEAP-base,Hotspot_90pct,200,10,8,1,407961
LEAP-base,Hotspot_90pct,200,10,8,2,411789
LEAP-base,Hotspot_90pct,200,10,8,3,378870
LEAP-base,Hotspot_90pct,200,10,8,4,406930
LEAP-base,Hotspot_90pct,200,10,8,5,393493
LEAP-base,Hotspot_90pct,200,10,8,6,389639
LEAP-base,Hotspot_90pct,200,10,16,0,671003
LEAP-base,Hotspot_90pct,200,10,16,1,304231
LEAP-base,Hotspot_90pct,200,10,16,2,643093
LEAP-base,Hotspot_90pct,200,10,16,3,433299
LEAP-base,Hotspot_90pct,200,10,16,4,377495
LEAP-base,Hotspot_90pct,200,10,16,5,360603
LEAP-base,Hotspot_90pct,200,10,16,6,601149
LEAP,Hotspot_90pct,200,10,1,0,80571
LEAP,Hotspot_90pct,200,10,1,1,80686
LEAP,Hotspot_90pct,200,10,1,2,80535
LEAP,Hotspot_90pct,200,10,1,3,83787
LEAP,Hotspot_90pct,200,10,1,4,80098
LEAP,Hotspot_90pct,200,10,1,5,80050
LEAP,Hotspot_90pct,200,10,1,6,79392
LEAP,Hotspot_90pct,200,10,4,0,273912
LEAP,Hotspot_90pct,200,10,4,1,271773
LEAP,Hotspot_90pct,200,10,4,2,275035
LEAP,Hotspot_90pct,200,10,4,3,271021
LEAP,Hotspot_90pct,200,10,4,4,275595
LEAP,Hotspot_90pct,200,10,4,5,284284
LEAP,Hotspot_90pct,200,10,4,6,271974
LEAP,Hotspot_90pct,200,10,8,0,404308
LEAP,Hotspot_90pct,200,10,8,1,416763
LEAP,Hotspot_90pct,200,10,8,2,402695
LEAP,Hotspot_90pct,200,10,8,3,407172
LEAP,Hotspot_90pct,200,10,8,4,398573
LEAP,Hotspot_90pct,200,10,8,5,426446
LEAP,Hotspot_90pct,200,10,8,6,399313
LEAP,Hotspot_90pct,200,10,16,0,543226
LEAP,Hotspot_90pct,200,10,16,1,640575
LEAP,Hotspot_90pct,200,10,16,2,644082
LEAP,Hotspot_90pct,200,10,16,3,559607
LEAP,Hotspot_90pct,200,10,16,4,660907
LEAP,Hotspot_90pct,200,10,16,5,568463
LEAP,Hotspot_90pct,200,10,16,6,430909
LEAP-base,Hotspot_90pct,1000,10,1,0,79425
LEAP-base,Hotspot_90pct,1000,10,1,1,79380
LEAP-base,Hotspot_90pct,1000,10,1,2,79408
LEAP-base,Hotspot_90pct,1000,10,1,3,79612
LEAP-base,Hotspot_90pct,1000,10,1,4,80549
LEAP-base,Hotspot_90pct,1000,10,1,5,79398
LEAP-base,Hotspot_90pct,1000,10,1,6,79799
LEAP-base,Hotspot_90pct,1000,10,4,0,252772
LEAP-base,Hotspot_90pct,1000,10,4,1,271913
LEAP-base,Hotspot_90pct,1000,10,4,2,267166
LEAP-base,Hotspot_90pct,1000,10,4,3,270046
LEAP-base,Hotspot_90pct,1000,10,4,4,269033
LEAP-base,Hotspot_90pct,1000,10,4,5,272854
LEAP-base,Hotspot_90pct,1000,10,4,6,268975
LEAP-base,Hotspot_90pct,1000,10,8,0,400356
LEAP-base,Hotspot_90pct,1000,10,8,1,391809
LEAP-base,Hotspot_90pct,1000,10,8,2,403199
LEAP-base,Hotspot_90pct,1000,10,8,3,386000
LEAP-base,Hotspot_90pct,1000,10,8,4,375753
LEAP-base,Hotspot_90pct,1000,10,8,5,382157
LEAP-base,Hotspot_90pct,1000,10,8,6,417842
LEAP-base,Hotspot_90pct,1000,10,16,0,278061
LEAP-base,Hotspot_90pct,1000,10,16,1,633357
LEAP-base,Hotspot_90pct,1000,10,16,2,637691
LEAP-base,Hotspot_90pct,1000,10,16,3,621893
LEAP-base,Hotspot_90pct,1000,10,16,4,259598
LEAP-base,Hotspot_90pct,1000,10,16,5,574503
LEAP-base,Hotspot_90pct,1000,10,16,6,341423
LEAP,Hotspot_90pct,1000,10,1,0,84406
LEAP,Hotspot_90pct,1000,10,1,1,80471
LEAP,Hotspot_90pct,1000,10,1,2,80560
LEAP,Hotspot_90pct,1000,10,1,3,80135
LEAP,Hotspot_90pct,1000,10,1,4,84704
LEAP,Hotspot_90pct,1000,10,1,5,80633
LEAP,Hotspot_90pct,1000,10,1,6,80350
LEAP,Hotspot_90pct,1000,10,4,0,277135
LEAP,Hotspot_90pct,1000,10,4,1,276761
LEAP,Hotspot_90pct,1000,10,4,2,274998
LEAP,Hotspot_90pct,1000,10,4,3,280803
LEAP,Hotspot_90pct,1000,10,4,4,261141
LEAP,Hotspot_90pct,1000,10,4,5,269761
LEAP,Hotspot_90pct,1000,10,4,6,276054
LEAP,Hotspot_90pct,1000,10,8,0,433244
LEAP,Hotspot_90pct,1000,10,8,1,416139
LEAP,Hotspot_90pct,1000,10,8,2,430482
LEAP,Hotspot_90pct,1000,10,8,3,419316
LEAP,Hotspot_90pct,1000,10,8,4,413440
LEAP,Hotspot_90pct,1000,10,8,5,413991
LEAP,Hotspot_90pct,1000,10,8,6,411407
LEAP,Hotspot_90pct,1000,10,16,0,666953
LEAP,Hotspot_90pct,1000,10,16,1,545363
LEAP,Hotspot_90pct,1000,10,16,2,542017
LEAP,Hotspot_90pct,1000,10,16,3,580234
LEAP,Hotspot_90pct,1000,10,16,4,392658
LEAP,Hotspot_90pct,1000,10,16,5,664281
LEAP,Hotspot_90pct,1000,10,16,6,640634
LEAP-base,Zipf_0.8,1000,10,1,0,80469
LEAP-base,Zipf_0.8,1000,10,1,1,80207
LEAP-base,Zipf_0.8,1000,10,1,2,79956
LEAP-base,Zipf_0.8,1000,10,1,3,84504
LEAP-base,Zipf_0.8,1000,10,1,4,79711
LEAP-base,Zipf_0.8,1000,10,1,5,79972
LEAP-base,Zipf_0.8,1000,10,1,6,79997
LEAP-base,Zipf_0.8,1000,10,4,0,273511
LEAP-base,Zipf_0.8,1000,10,4,1,275913
LEAP-base,Zipf_0.8,1000,10,4,2,268562
LEAP-base,Zipf_0.8,1000,10,4,3,262073
LEAP-base,Zipf_0.8,1000,10,4,4,270951
LEAP-base,Zipf_0.8,1000,10,4,5,262240
LEAP-base,Zipf_0.8,1000,10,4,6,273298
LEAP-base,Zipf_0.8,1000,10,8,0,407756
LEAP-base,Zipf_0.8,1000,10,8,1,400515
LEAP-base,Zipf_0.8,1000,10,8,2,402037
LEAP-base,Zipf_0.8,1000,10,8,3,398333
LEAP-base,Zipf_0.8,1000,10,8,4,397886
LEAP-base,Zipf_0.8,1000,10,8,5,399345
LEAP-base,Zipf_0.8,1000,10,8,6,402499
LEAP-base,Zipf_0.8,1000,10,16,0,530762
LEAP-base,Zipf_0.8,1000,10,16,1,625988
LEAP-base,Zipf_0.8,1000,10,16,2,430787
LEAP-base,Zipf_0.8,1000,10,16,3,604549
LEAP-base,Zipf_0.8,1000,10,16,4,595078
LEAP-base,Zipf_0.8,1000,10,16,5,555549
LEAP-base,Zipf_0.8,1000,10,16,6,618191
LEAP,Zipf_0.8,1000,10,1,0,79022
LEAP,Zipf_0.8,1000,10,1,1,80343
LEAP,Zipf_0.8,1000,10,1,2,80502
LEAP,Zipf_0.8,1000,10,1,3,80339
LEAP,Zipf_0.8,1000,10,1,4,80091
LEAP,Zipf_0.8,1000,10,1,5,83522
LEAP,Zipf_0.8,1000,10,1,6,80432
LEAP,Zipf_0.8,1000,10,4,0,270165
LEAP,Zipf_0.8,1000,10,4,1,254237
LEAP,Zipf_0.8,1000,10,4,2,271659
LEAP,Zipf_0.8,1000,10,4,3,265270
LEAP,Zipf_0.8,1000,10,4,4,271066
LEAP,Zipf_0.8,1000,10,4,5,274457
LEAP,Zipf_0.8,1000,10,4,6,270152
LEAP,Zipf_0.8,1000,10,8,0,412236
LEAP,Zipf_0.8,1000,10,8,1,420478
LEAP,Zipf_0.8,1000,10,8,2,426287
LEAP,Zipf_0.8,1000,10,8,3,417909
LEAP,Zipf_0.8,1000,10,8,4,414814
LEAP,Zipf_0.8,1000,10,8,5,418039
LEAP,Zipf_0.8,1000,10,8,6,410580
LEAP,Zipf_0.8,1000,10,16,0,635944
LEAP,Zipf_0.8,1000,10,16,1,370523
LEAP,Zipf_0.8,1000,10,16,2,529230
LEAP,Zipf_0.8,1000,10,16,3,631099
LEAP,Zipf_0.8,1000,10,16,4,622350
LEAP,Zipf_0.8,1000,10,16,5,311948
LEAP,Zipf_0.8,1000,10,16,6,681608
LEAP-noDomain,Zipf_0.8,1000,10,1,0,80399
LEAP-noDomain,Zipf_0.8,1000,10,1,1,80574
LEAP-noDomain,Zipf_0.8,1000,10,1,2,80869
LEAP-noDomain,Zipf_0.8,1000,10,1,3,80860
LEAP-noDomain,Zipf_0.8,1000,10,1,4,80333
LEAP-noDomain,Zipf_0.8,1000,10,1,5,81447
LEAP-noDomain,Zipf_0.8,1000,10,1,6,81049
LEAP-noDomain,Zipf_0.8,1000,10,4,0,280014
LEAP-noDomain,Zipf_0.8,1000,10,4,1,276140
LEAP-noDomain,Zipf_0.8,1000,10,4,2,253518
LEAP-noDomain,Zipf_0.8,1000,10,4,3,274050
LEAP-noDomain,Zipf_0.8,1000,10,4,4,279851
LEAP-noDomain,Zipf_0.8,1000,10,4,5,253188
LEAP-noDomain,Zipf_0.8,1000,10,4,6,276461
LEAP-noDomain,Zipf_0.8,1000,10,8,0,417336
LEAP-noDomain,Zipf_0.8,1000,10,8,1,408265
LEAP-noDomain,Zipf_0.8,1000,10,8,2,414903
LEAP-noDomain,Zipf_0.8,1000,10,8,3,407534
LEAP-noDomain,Zipf_0.8,1000,10,8,4,439520
LEAP-noDomain,Zipf_0.8,1000,10,8,5,414510
LEAP-noDomain,Zipf_0.8,1000,10,8,6,406788
LEAP-noDomain,Zipf_0.8,1000,10,16,0,651493
LEAP-noDomain,Zipf_0.8,1000,10,16,1,576808
LEAP-noDomain,Zipf_0.8,1000,10,16,2,640790
LEAP-noDomain,Zipf_0.8,1000,10,16,3,555418
LEAP-noDomain,Zipf_0.8,1000,10,16,4,576699
LEAP-noDomain,Zipf_0.8,1000,10,16,5,363376
LEAP-noDomain,Zipf_0.8,1000,10,16,6,454648
LEAP-noHotDelta,Zipf_0.8,1000,10,1,0,80461
LEAP-noHotDelta,Zipf_0.8,1000,10,1,1,83554
LEAP-noHotDelta,Zipf_0.8,1000,10,1,2,79036
LEAP-noHotDelta,Zipf_0.8,1000,10,1,3,79776
LEAP-noHotDelta,Zipf_0.8,1000,10,1,4,79479
LEAP-noHotDelta,Zipf_0.8,1000,10,1,5,79829
LEAP-noHotDelta,Zipf_0.8,1000,10,1,6,79106
LEAP-noHotDelta,Zipf_0.8,1000,10,4,0,278991
LEAP-noHotDelta,Zipf_0.8,1000,10,4,1,276877
LEAP-noHotDelta,Zipf_0.8,1000,10,4,2,280434
LEAP-noHotDelta,Zipf_0.8,1000,10,4,3,287497
LEAP-noHotDelta,Zipf_0.8,1000,10,4,4,276976
LEAP-noHotDelta,Zipf_0.8,1000,10,4,5,270334
LEAP-noHotDelta,Zipf_0.8,1000,10,4,6,269422
LEAP-noHotDelta,Zipf_0.8,1000,10,8,0,410573
LEAP-noHotDelta,Zipf_0.8,1000,10,8,1,436025
LEAP-noHotDelta,Zipf_0.8,1000,10,8,2,405123
LEAP-noHotDelta,Zipf_0.8,1000,10,8,3,416208
LEAP-noHotDelta,Zipf_0.8,1000,10,8,4,414979
LEAP-noHotDelta,Zipf_0.8,1000,10,8,5,431907
LEAP-noHotDelta,Zipf_0.8,1000,10,8,6,408021
LEAP-noHotDelta,Zipf_0.8,1000,10,16,0,301081
LEAP-noHotDelta,Zipf_0.8,1000,10,16,1,313819
LEAP-noHotDelta,Zipf_0.8,1000,10,16,2,321660
LEAP-noHotDelta,Zipf_0.8,1000,10,16,3,696220
LEAP-noHotDelta,Zipf_0.8,1000,10,16,4,371366
LEAP-noHotDelta,Zipf_0.8,1000,10,16,5,431369
LEAP-noHotDelta,Zipf_0.8,1000,10,16,6,676081
LEAP-noBP,Zipf_0.8,1000,10,1,0,80166
LEAP-noBP,Zipf_0.8,1000,10,1,1,79580
LEAP-noBP,Zipf_0.8,1000,10,1,2,84582
LEAP-noBP,Zipf_0.8,1000,10,1,3,84834
LEAP-noBP,Zipf_0.8,1000,10,1,4,83687
LEAP-noBP,Zipf_0.8,1000,10,1,5,80174
LEAP-noBP,Zipf_0.8,1000,10,1,6,84132
LEAP-noBP,Zipf_0.8,1000,10,4,0,281587
LEAP-noBP,Zipf_0.8,1000,10,4,1,272119
LEAP-noBP,Zipf_0.8,1000,10,4,2,279851
LEAP-noBP,Zipf_0.8,1000,10,4,3,272233
LEAP-noBP,Zipf_0.8,1000,10,4,4,273723
LEAP-noBP,Zipf_0.8,1000,10,4,5,275875
LEAP-noBP,Zipf_0.8,1000,10,4,6,279397
LEAP-noBP,Zipf_0.8,1000,10,8,0,422814
LEAP-noBP,Zipf_0.8,1000,10,8,1,418368
LEAP-noBP,Zipf_0.8,1000,10,8,2,437820
LEAP-noBP,Zipf_0.8,1000,10,8,3,428667
LEAP-noBP,Zipf_0.8,1000,10,8,4,412233
LEAP-noBP,Zipf_0.8,1000,10,8,5,414207
LEAP-noBP,Zipf_0.8,1000,10,8,6,411894
LEAP-noBP,Zipf_0.8,1000,10,16,0,628444
LEAP-noBP,Zipf_0.8,1000,10,16,1,497491
LEAP-noBP,Zipf_0.8,1000,10,16,2,518853
LEAP-noBP,Zipf_0.8,1000,10,16,3,630037
LEAP-noBP,Zipf_0.8,1000,10,16,4,464178
LEAP-noBP,Zipf_0.8,1000,10,16,5,647695
LEAP-noBP,Zipf_0.8,1000,10,16,6,642669
LEAP-base,Hotspot_90pct,1000,10,1,0,81581
LEAP-base,Hotspot_90pct,1000,10,1,1,79615
LEAP-base,Hotspot_90pct,1000,10,1,2,79878
LEAP-base,Hotspot_90pct,1000,10,1,3,79983
LEAP-base,Hotspot_90pct,1000,10,1,4,79417
LEAP-base,Hotspot_90pct,1000,10,1,5,80205
LEAP-base,Hotspot_90pct,1000,10,1,6,80789
LEAP-base,Hotspot_90pct,1000,10,4,0,254562
LEAP-base,Hotspot_90pct,1000,10,4,1,281840
LEAP-base,Hotspot_90pct,1000,10,4,2,270898
LEAP-base,Hotspot_90pct,1000,10,4,3,251483
LEAP-base,Hotspot_90pct,1000,10,4,4,266810
LEAP-base,Hotspot_90pct,1000,10,4,5,266999
LEAP-base,Hotspot_90pct,1000,10,4,6,271394
LEAP-base,Hotspot_90pct,1000,10,8,0,372487
LEAP-base,Hotspot_90pct,1000,10,8,1,378057
LEAP-base,Hotspot_90pct,1000,10,8,2,409631
LEAP-base,Hotspot_90pct,1000,10,8,3,378376
LEAP-base,Hotspot_90pct,1000,10,8,4,399660
LEAP-base,Hotspot_90pct,1000,10,8,5,388700
LEAP-base,Hotspot_90pct,1000,10,8,6,409471
LEAP-base,Hotspot_90pct,1000,10,16,0,660967
LEAP-base,Hotspot_90pct,1000,10,16,1,609365
LEAP-base,Hotspot_90pct,1000,10,16,2,536780
LEAP-base,Hotspot_90pct,1000,10,16,3,504974
LEAP-base,Hotspot_90pct,1000,10,16,4,284370
LEAP-base,Hotspot_90pct,1000,10,16,5,507193
LEAP-base,Hotspot_90pct,1000,10,16,6,594078
LEAP,Hotspot_90pct,1000,10,1,0,85578
LEAP,Hotspot_90pct,1000,10,1,1,81116
LEAP,Hotspot_90pct,1000,10,1,2,84615
LEAP,Hotspot_90pct,1000,10,1,3,80742
LEAP,Hotspot_90pct,1000,10,1,4,80152
LEAP,Hotspot_90pct,1000,10,1,5,78739
LEAP,Hotspot_90pct,1000,10,1,6,83568
LEAP,Hotspot_90pct,1000,10,4,0,271346
LEAP,Hotspot_90pct,1000,10,4,1,278499
LEAP,Hotspot_90pct,1000,10,4,2,272799
LEAP,Hotspot_90pct,1000,10,4,3,271887
LEAP,Hotspot_90pct,1000,10,4,4,275535
LEAP,Hotspot_90pct,1000,10,4,5,272521
LEAP,Hotspot_90pct,1000,10,4,6,274221
LEAP,Hotspot_90pct,1000,10,8,0,420318
LEAP,Hotspot_90pct,1000,10,8,1,404213
LEAP,Hotspot_90pct,1000,10,8,2,403787
LEAP,Hotspot_90pct,1000,10,8,3,415558
LEAP,Hotspot_90pct,1000,10,8,4,413345
LEAP,Hotspot_90pct,1000,10,8,5,418684
LEAP,Hotspot_90pct,1000,10,8,6,410841
LEAP,Hotspot_90pct,1000,10,16,0,570706
LEAP,Hotspot_90pct,1000,10,16,1,555592
LEAP,Hotspot_90pct,1000,10,16,2,491768
LEAP,Hotspot_90pct,1000,10,16,3,346588
LEAP,Hotspot_90pct,1000,10,16,4,649262
LEAP,Hotspot_90pct,1000,10,16,5,626477
LEAP,Hotspot_90pct,1000,10,16,6,590293
LEAP-noDomain,Hotspot_90pct,1000,10,1,0,80576
LEAP-noDomain,Hotspot_90pct,1000,10,1,1,80883
LEAP-noDomain,Hotspot_90pct,1000,10,1,2,80404
LEAP-noDomain,Hotspot_90pct,1000,10,1,3,80449
LEAP-noDomain,Hotspot_90pct,1000,10,1,4,81199
LEAP-noDomain,Hotspot_90pct,1000,10,1,5,85156
LEAP-noDomain,Hotspot_90pct,1000,10,1,6,80699
LEAP-noDomain,Hotspot_90pct,1000,10,4,0,261406
LEAP-noDomain,Hotspot_90pct,1000,10,4,1,267353
LEAP-noDomain,Hotspot_90pct,1000,10,4,2,279171
LEAP-noDomain,Hotspot_90pct,1000,10,4,3,277113
LEAP-noDomain,Hotspot_90pct,1000,10,4,4,277484
LEAP-noDomain,Hotspot_90pct,1000,10,4,5,281611
LEAP-noDomain,Hotspot_90pct,1000,10,4,6,275781
LEAP-noDomain,Hotspot_90pct,1000,10,8,0,421648
LEAP-noDomain,Hotspot_90pct,1000,10,8,1,412188
LEAP-noDomain,Hotspot_90pct,1000,10,8,2,418669
LEAP-noDomain,Hotspot_90pct,1000,10,8,3,426669
LEAP-noDomain,Hotspot_90pct,1000,10,8,4,412006
LEAP-noDomain,Hotspot_90pct,1000,10,8,5,406070
LEAP-noDomain,Hotspot_90pct,1000,10,8,6,413538
LEAP-noDomain,Hotspot_90pct,1000,10,16,0,315955
LEAP-noDomain,Hotspot_90pct,1000,10,16,1,658831
LEAP-noDomain,Hotspot_90pct,1000,10,16,2,449047
LEAP-noDomain,Hotspot_90pct,1000,10,16,3,420708
LEAP-noDomain,Hotspot_90pct,1000,10,16,4,702131
LEAP-noDomain,Hotspot_90pct,1000,10,16,5,609859
LEAP-noDomain,Hotspot_90pct,1000,10,16,6,492959
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,0,83640
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,1,80458
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,2,80795
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,3,80287
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,4,79933
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,5,84789
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,6,80529
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,0,255495
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,1,262384
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,2,280169
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,3,273777
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,4,281685
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,5,275013
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,6,281930
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,0,411172
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,1,417416
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,2,412328
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,3,426929
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,4,412209
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,5,409523
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,6,429166
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,0,619130
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,1,493476
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,2,371313
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,3,648492
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,4,462794
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,5,683651
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,6,552850
LEAP-noBP,Hotspot_90pct,1000,10,1,0,79690
LEAP-noBP,Hotspot_90pct,1000,10,1,1,79703
LEAP-noBP,Hotspot_90pct,1000,10,1,2,79595
LEAP-noBP,Hotspot_90pct,1000,10,1,3,79482
LEAP-noBP,Hotspot_90pct,1000,10,1,4,79399
LEAP-noBP,Hotspot_90pct,1000,10,1,5,79618
LEAP-noBP,Hotspot_90pct,1000,10,1,6,79561
LEAP-noBP,Hotspot_90pct,1000,10,4,0,268574
LEAP-noBP,Hotspot_90pct,1000,10,4,1,276380
LEAP-noBP,Hotspot_90pct,1000,10,4,2,277360
LEAP-noBP,Hotspot_90pct,1000,10,4,3,276010
LEAP-noBP,Hotspot_90pct,1000,10,4,4,279994
LEAP-noBP,Hotspot_90pct,1000,10,4,5,279211
LEAP-noBP,Hotspot_90pct,1000,10,4,6,280744
LEAP-noBP,Hotspot_90pct,1000,10,8,0,421468
LEAP-noBP,Hotspot_90pct,1000,10,8,1,411414
LEAP-noBP,Hotspot_90pct,1000,10,8,2,412964
LEAP-noBP,Hotspot_90pct,1000,10,8,3,403296
LEAP-noBP,Hotspot_90pct,1000,10,8,4,440440
LEAP-noBP,Hotspot_90pct,1000,10,8,5,408084
LEAP-noBP,Hotspot_90pct,1000,10,8,6,421868
LEAP-noBP,Hotspot_90pct,1000,10,16,0,623338
LEAP-noBP,Hotspot_90pct,1000,10,16,1,483357
LEAP-noBP,Hotspot_90pct,1000,10,16,2,572415
LEAP-noBP,Hotspot_90pct,1000,10,16,3,632705
LEAP-noBP,Hotspot_90pct,1000,10,16,4,363274
LEAP-noBP,Hotspot_90pct,1000,10,16,5,647221
LEAP-noBP,Hotspot_90pct,1000,10,16,6,628687
Serial,Uniform,1000,100,1,0,11662
Serial,Uniform,1000,100,1,1,11652
Serial,Uniform,1000,100,1,2,11658
Serial,Uniform,1000,100,1,3,11661
Serial,Uniform,1000,100,1,4,11657
Serial,Uniform,1000,100,1,5,11659
Serial,Uniform,1000,100,1,6,11661
LEAP-base,Uniform,1000,100,1,0,10698
LEAP-base,Uniform,1000,100,1,1,10430
LEAP-base,Uniform,1000,100,1,2,10425
LEAP-base,Uniform,1000,100,1,3,10732
LEAP-base,Uniform,1000,100,1,4,11200
LEAP-base,Uniform,1000,100,1,5,11181
LEAP-base,Uniform,1000,100,1,6,10641
LEAP-base,Uniform,1000,100,2,0,20707
LEAP-base,Uniform,1000,100,2,1,20910
LEAP-base,Uniform,1000,100,2,2,20727
LEAP-base,Uniform,1000,100,2,3,21772
LEAP-base,Uniform,1000,100,2,4,20870
LEAP-base,Uniform,1000,100,2,5,21446
LEAP-base,Uniform,1000,100,2,6,20878
LEAP-base,Uniform,1000,100,4,0,41531
LEAP-base,Uniform,1000,100,4,1,41838
LEAP-base,Uniform,1000,100,4,2,41609
LEAP-base,Uniform,1000,100,4,3,41584
LEAP-base,Uniform,1000,100,4,4,41308
LEAP-base,Uniform,1000,100,4,5,43513
LEAP-base,Uniform,1000,100,4,6,41039
LEAP-base,Uniform,1000,100,8,0,76221
LEAP-base,Uniform,1000,100,8,1,80894
LEAP-base,Uniform,1000,100,8,2,79904
LEAP-base,Uniform,1000,100,8,3,78183
LEAP-base,Uniform,1000,100,8,4,80306
LEAP-base,Uniform,1000,100,8,5,75806
LEAP-base,Uniform,1000,100,8,6,79455
LEAP-base,Uniform,1000,100,16,0,132945
LEAP-base,Uniform,1000,100,16,1,130435
LEAP-base,Uniform,1000,100,16,2,131646
LEAP-base,Uniform,1000,100,16,3,133893
LEAP-base,Uniform,1000,100,16,4,131316
LEAP-base,Uniform,1000,100,16,5,130467
LEAP-base,Uniform,1000,100,16,6,131412
LEAP,Uniform,1000,100,1,0,10432
LEAP,Uniform,1000,100,1,1,11170
LEAP,Uniform,1000,100,1,2,10454
LEAP,Uniform,1000,100,1,3,10457
LEAP,Uniform,1000,100,1,4,10451
LEAP,Uniform,1000,100,1,5,10448
LEAP,Uniform,1000,100,1,6,10457
LEAP,Uniform,1000,100,2,0,20859
LEAP,Uniform,1000,100,2,1,21025
LEAP,Uniform,1000,100,2,2,20778
LEAP,Uniform,1000,100,2,3,21709
LEAP,Uniform,1000,100,2,4,20736
LEAP,Uniform,1000,100,2,5,21447
