engine,scenario,accounts,overhead_us,threads,run,tps
LEAP-base,Hotspot_90pct,50,10,4,3,116591
LEAP-base,Hotspot_90pct,50,10,4,4,117499
LEAP-base,Hotspot_90pct,50,10,4,5,109766
LEAP-base,Hotspot_90pct,50,10,4,6,116652
LEAP-base,Hotspot_90pct,50,10,8,0,81243
LEAP-base,Hotspot_90pct,50,10,8,1,81304
LEAP-base,Hotspot_90pct,50,10,8,2,81196
LEAP-base,Hotspot_90pct,50,10,8,3,82116
LEAP-base,Hotspot_90pct,50,10,8,4,81439
LEAP-base,Hotspot_90pct,50,10,8,5,81122
LEAP-base,Hotspot_90pct,50,10,8,6,80968
LEAP-base,Hotspot_90pct,50,10,16,0,48911
LEAP-base,Hotspot_90pct,50,10,16,1,52789
LEAP-base,Hotspot_90pct,50,10,16,2,54886
LEAP-base,Hotspot_90pct,50,10,16,3,54571
LEAP-base,Hotspot_90pct,50,10,16,4,53058
LEAP-base,Hotspot_90pct,50,10,16,5,46430
LEAP-base,Hotspot_90pct,50,10,16,6,54395
LEAP,Hotspot_90pct,50,10,1,0,67307
LEAP,Hotspot_90pct,50,10,1,1,67898
LEAP,Hotspot_90pct,50,10,1,2,66682
LEAP,Hotspot_90pct,50,10,1,3,66936
LEAP,Hotspot_90pct,50,10,1,4,67444
LEAP,Hotspot_90pct,50,10,1,5,66064
LEAP,Hotspot_90pct,50,10,1,6,67256
LEAP,Hotspot_90pct,50,10,4,0,84415
LEAP,Hotspot_90pct,50,10,4,1,84112
LEAP,Hotspot_90pct,50,10,4,2,82511
LEAP,Hotspot_90pct,50,10,4,3,82480
LEAP,Hotspot_90pct,50,10,4,4,83012
LEAP,Hotspot_90pct,50,10,4,5,84117
LEAP,Hotspot_90pct,50,10,4,6,83666
LEAP,Hotspot_90pct,50,10,8,0,80225
LEAP,Hotspot_90pct,50,10,8,1,80664
LEAP,Hotspot_90pct,50,10,8,2,79553
LEAP,Hotspot_90pct,50,10,8,3,77351
LEAP,Hotspot_90pct,50,10,8,4,78374
LEAP,Hotspot_90pct,50,10,8,5,78226
LEAP,Hotspot_90pct,50,10,8,6,77391
LEAP,Hotspot_90pct,50,10,16,0,55698
LEAP,Hotspot_90pct,50,10,16,1,58900
LEAP,Hotspot_90pct,50,10,16,2,57805
LEAP,Hotspot_90pct,50,10,16,3,52394
LEAP,Hotspot_90pct,50,10,16,4,56541
LEAP,Hotspot_90pct,50,10,16,5,57373
LEAP,Hotspot_90pct,50,10,16,6,55271
LEAP-base,Hotspot_90pct,200,10,1,0,73457
LEAP-base,Hotspot_90pct,200,10,1,1,74739
LEAP-base,Hotspot_90pct,200,10,1,2,74586
LEAP-base,Hotspot_90pct,200,10,1,3,74611
LEAP-base,Hotspot_90pct,200,10,1,4,74605
LEAP-base,Hotspot_90pct,200,10,1,5,74043
LEAP-base,Hotspot_90pct,200,10,1,6,74301
LEAP-base,Hotspot_90pct,200,10,4,0,108624
LEAP-base,Hotspot_90pct,200,10,4,1,117807
LEAP-base,Hotspot_90pct,200,10,4,2,110678
LEAP-base,Hotspot_90pct,200,10,4,3,114864
LEAP-base,Hotspot_90pct,200,10,4,4,119735
LEAP-base,Hotspot_90pct,200,10,4,5,120307
LEAP-base,Hotspot_90pct,200,10,4,6,118565
LEAP-base,Hotspot_90pct,200,10,8,0,81989
LEAP-base,Hotspot_90pct,200,10,8,1,81888
LEAP-base,Hotspot_90pct,200,10,8,2,83376
LEAP-base,Hotspot_90pct,200,10,8,3,81224
LEAP-base,Hotspot_90pct,200,10,8,4,80797
LEAP-base,Hotspot_90pct,200,10,8,5,81936
LEAP-base,Hotspot_90pct,200,10,8,6,80986
LEAP-base,Hotspot_90pct,200,10,16,0,51766
LEAP-base,Hotspot_90pct,200,10,16,1,46507
LEAP-base,Hotspot_90pct,200,10,16,2,49404
LEAP-base,Hotspot_90pct,200,10,16,3,44355
LEAP-base,Hotspot_90pct,200,10,16,4,52207
LEAP-base,Hotspot_90pct,200,10,16,5,53611
LEAP-base,Hotspot_90pct,200,10,16,6,52550
LEAP,Hotspot_90pct,200,10,1,0,78620
LEAP,Hotspot_90pct,200,10,1,1,78699
LEAP,Hotspot_90pct,200,10,1,2,77332
LEAP,Hotspot_90pct,200,10,1,3,78404
LEAP,Hotspot_90pct,200,10,1,4,78030
LEAP,Hotspot_90pct,200,10,1,5,78273
LEAP,Hotspot_90pct,200,10,1,6,78568
LEAP,Hotspot_90pct,200,10,4,0,115606
LEAP,Hotspot_90pct,200,10,4,1,117585
LEAP,Hotspot_90pct,200,10,4,2,125139
LEAP,Hotspot_90pct,200,10,4,3,120677
LEAP,Hotspot_90pct,200,10,4,4,114274
LEAP,Hotspot_90pct,200,10,4,5,126457
LEAP,Hotspot_90pct,200,10,4,6,115236
LEAP,Hotspot_90pct,200,10,8,0,103533
LEAP,Hotspot_90pct,200,10,8,1,99669
LEAP,Hotspot_90pct,200,10,8,2,103122
LEAP,Hotspot_90pct,200,10,8,3,102597
LEAP,Hotspot_90pct,200,10,8,4,100598
LEAP,Hotspot_90pct,200,10,8,5,103051
LEAP,Hotspot_90pct,200,10,8,6,103454
LEAP,Hotspot_90pct,200,10,16,0,70544
LEAP,Hotspot_90pct,200,10,16,1,74284
LEAP,Hotspot_90pct,200,10,16,2,70653
LEAP,Hotspot_90pct,200,10,16,3,80797
LEAP,Hotspot_90pct,200,10,16,4,73092
LEAP,Hotspot_90pct,200,10,16,5,76805
LEAP,Hotspot_90pct,200,10,16,6,72618
LEAP-base,Hotspot_90pct,1000,10,1,0,74024
LEAP-base,Hotspot_90pct,1000,10,1,1,75345
LEAP-base,Hotspot_90pct,1000,10,1,2,74636
LEAP-base,Hotspot_90pct,1000,10,1,3,75295
LEAP-base,Hotspot_90pct,1000,10,1,4,74995
LEAP-base,Hotspot_90pct,1000,10,1,5,75054
LEAP-base,Hotspot_90pct,1000,10,1,6,74984
LEAP-base,Hotspot_90pct,1000,10,4,0,125148
LEAP-base,Hotspot_90pct,1000,10,4,1,128506
LEAP-base,Hotspot_90pct,1000,10,4,2,128117
LEAP-base,Hotspot_90pct,1000,10,4,3,125204
LEAP-base,Hotspot_90pct,1000,10,4,4,122929
LEAP-base,Hotspot_90pct,1000,10,4,5,126445
LEAP-base,Hotspot_90pct,1000,10,4,6,115188
LEAP-base,Hotspot_90pct,1000,10,8,0,87858
LEAP-base,Hotspot_90pct,1000,10,8,1,86519
LEAP-base,Hotspot_90pct,1000,10,8,2,88120
LEAP-base,Hotspot_90pct,1000,10,8,3,86399
LEAP-base,Hotspot_90pct,1000,10,8,4,88151
LEAP-base,Hotspot_90pct,1000,10,8,5,87335
LEAP-base,Hotspot_90pct,1000,10,8,6,87390
LEAP-base,Hotspot_90pct,1000,10,16,0,57587
LEAP-base,Hotspot_90pct,1000,10,16,1,56554
LEAP-base,Hotspot_90pct,1000,10,16,2,51725
LEAP-base,Hotspot_90pct,1000,10,16,3,62088
LEAP-base,Hotspot_90pct,1000,10,16,4,61123
LEAP-base,Hotspot_90pct,1000,10,16,5,54111
LEAP-base,Hotspot_90pct,1000,10,16,6,48024
LEAP,Hotspot_90pct,1000,10,1,0,79079
LEAP,Hotspot_90pct,1000,10,1,1,78411
LEAP,Hotspot_90pct,1000,10,1,2,79831
LEAP,Hotspot_90pct,1000,10,1,3,79199
LEAP,Hotspot_90pct,1000,10,1,4,79751
LEAP,Hotspot_90pct,1000,10,1,5,79279
LEAP,Hotspot_90pct,1000,10,1,6,80269
LEAP,Hotspot_90pct,1000,10,4,0,147675
LEAP,Hotspot_90pct,1000,10,4,1,151471
LEAP,Hotspot_90pct,1000,10,4,2,154593
LEAP,Hotspot_90pct,1000,10,4,3,149390
LEAP,Hotspot_90pct,1000,10,4,4,153578
LEAP,Hotspot_90pct,1000,10,4,5,151160
LEAP,Hotspot_90pct,1000,10,4,6,149204
LEAP,Hotspot_90pct,1000,10,8,0,137972
LEAP,Hotspot_90pct,1000,10,8,1,139698
LEAP,Hotspot_90pct,1000,10,8,2,143978
LEAP,Hotspot_90pct,1000,10,8,3,143859
LEAP,Hotspot_90pct,1000,10,8,4,141237
LEAP,Hotspot_90pct,1000,10,8,5,141571
LEAP,Hotspot_90pct,1000,10,8,6,139797
LEAP,Hotspot_90pct,1000,10,16,0,94465
LEAP,Hotspot_90pct,1000,10,16,1,97590
LEAP,Hotspot_90pct,1000,10,16,2,102514
LEAP,Hotspot_90pct,1000,10,16,3,103864
LEAP,Hotspot_90pct,1000,10,16,4,93454
LEAP,Hotspot_90pct,1000,10,16,5,89260
LEAP,Hotspot_90pct,1000,10,16,6,110438
LEAP-base,Zipf_0.8,1000,10,1,0,73804
LEAP-base,Zipf_0.8,1000,10,1,1,75383
LEAP-base,Zipf_0.8,1000,10,1,2,75492
LEAP-base,Zipf_0.8,1000,10,1,3,75343
LEAP-base,Zipf_0.8,1000,10,1,4,75846
LEAP-base,Zipf_0.8,1000,10,1,5,75497
LEAP-base,Zipf_0.8,1000,10,1,6,75429
LEAP-base,Zipf_0.8,1000,10,4,0,237573
LEAP-base,Zipf_0.8,1000,10,4,1,234976
LEAP-base,Zipf_0.8,1000,10,4,2,254178
LEAP-base,Zipf_0.8,1000,10,4,3,249924
LEAP-base,Zipf_0.8,1000,10,4,4,233574
LEAP-base,Zipf_0.8,1000,10,4,5,253174
LEAP-base,Zipf_0.8,1000,10,4,6,234548
LEAP-base,Zipf_0.8,1000,10,8,0,375782
LEAP-base,Zipf_0.8,1000,10,8,1,398316
LEAP-base,Zipf_0.8,1000,10,8,2,392601
LEAP-base,Zipf_0.8,1000,10,8,3,392160
LEAP-base,Zipf_0.8,1000,10,8,4,381278
LEAP-base,Zipf_0.8,1000,10,8,5,397008
LEAP-base,Zipf_0.8,1000,10,8,6,399945
LEAP-base,Zipf_0.8,1000,10,16,0,215065
LEAP-base,Zipf_0.8,1000,10,16,1,312316
LEAP-base,Zipf_0.8,1000,10,16,2,312001
LEAP-base,Zipf_0.8,1000,10,16,3,299398
LEAP-base,Zipf_0.8,1000,10,16,4,285676
LEAP-base,Zipf_0.8,1000,10,16,5,374677
LEAP-base,Zipf_0.8,1000,10,16,6,296385
LEAP,Zipf_0.8,1000,10,1,0,77409
LEAP,Zipf_0.8,1000,10,1,1,77920
LEAP,Zipf_0.8,1000,10,1,2,78103
LEAP,Zipf_0.8,1000,10,1,3,76972
LEAP,Zipf_0.8,1000,10,1,4,74644
LEAP,Zipf_0.8,1000,10,1,5,75455
LEAP,Zipf_0.8,1000,10,1,6,78677
LEAP,Zipf_0.8,1000,10,4,0,239419
LEAP,Zipf_0.8,1000,10,4,1,256545
LEAP,Zipf_0.8,1000,10,4,2,248801
LEAP,Zipf_0.8,1000,10,4,3,259124
LEAP,Zipf_0.8,1000,10,4,4,244161
LEAP,Zipf_0.8,1000,10,4,5,250555
LEAP,Zipf_0.8,1000,10,4,6,245861
LEAP,Zipf_0.8,1000,10,8,0,358835
LEAP,Zipf_0.8,1000,10,8,1,343562
LEAP,Zipf_0.8,1000,10,8,2,370977
LEAP,Zipf_0.8,1000,10,8,3,345814
LEAP,Zipf_0.8,1000,10,8,4,356377
LEAP,Zipf_0.8,1000,10,8,5,349819
LEAP,Zipf_0.8,1000,10,8,6,359005
LEAP,Zipf_0.8,1000,10,16,0,377748
LEAP,Zipf_0.8,1000,10,16,1,294440
LEAP,Zipf_0.8,1000,10,16,2,322869
LEAP,Zipf_0.8,1000,10,16,3,345057
LEAP,Zipf_0.8,1000,10,16,4,380430
LEAP,Zipf_0.8,1000,10,16,5,391831
LEAP,Zipf_0.8,1000,10,16,6,254206
LEAP-noDomain,Zipf_0.8,1000,10,1,0,79263
LEAP-noDomain,Zipf_0.8,1000,10,1,1,79206
LEAP-noDomain,Zipf_0.8,1000,10,1,2,78797
LEAP-noDomain,Zipf_0.8,1000,10,1,3,78394
LEAP-noDomain,Zipf_0.8,1000,10,1,4,78620
LEAP-noDomain,Zipf_0.8,1000,10,1,5,77590
LEAP-noDomain,Zipf_0.8,1000,10,1,6,78633
LEAP-noDomain,Zipf_0.8,1000,10,4,0,244635
LEAP-noDomain,Zipf_0.8,1000,10,4,1,249368
LEAP-noDomain,Zipf_0.8,1000,10,4,2,245556
LEAP-noDomain,Zipf_0.8,1000,10,4,3,252436
LEAP-noDomain,Zipf_0.8,1000,10,4,4,246720
LEAP-noDomain,Zipf_0.8,1000,10,4,5,256425
LEAP-noDomain,Zipf_0.8,1000,10,4,6,246764
LEAP-noDomain,Zipf_0.8,1000,10,8,0,364058
LEAP-noDomain,Zipf_0.8,1000,10,8,1,353597
LEAP-noDomain,Zipf_0.8,1000,10,8,2,382485
LEAP-noDomain,Zipf_0.8,1000,10,8,3,337031
LEAP-noDomain,Zipf_0.8,1000,10,8,4,368999
LEAP-noDomain,Zipf_0.8,1000,10,8,5,336296
LEAP-noDomain,Zipf_0.8,1000,10,8,6,358190
LEAP-noDomain,Zipf_0.8,1000,10,16,0,298291
LEAP-noDomain,Zipf_0.8,1000,10,16,1,323994
LEAP-noDomain,Zipf_0.8,1000,10,16,2,341627
LEAP-noDomain,Zipf_0.8,1000,10,16,3,354741
LEAP-noDomain,Zipf_0.8,1000,10,16,4,372228
LEAP-noDomain,Zipf_0.8,1000,10,16,5,331821
LEAP-noDomain,Zipf_0.8,1000,10,16,6,289077
LEAP-noHotDelta,Zipf_0.8,1000,10,1,0,82207
LEAP-noHotDelta,Zipf_0.8,1000,10,1,1,81827
LEAP-noHotDelta,Zipf_0.8,1000,10,1,2,82224
LEAP-noHotDelta,Zipf_0.8,1000,10,1,3,81015
LEAP-noHotDelta,Zipf_0.8,1000,10,1,4,81393
LEAP-noHotDelta,Zipf_0.8,1000,10,1,5,81097
LEAP-noHotDelta,Zipf_0.8,1000,10,1,6,82009
LEAP-noHotDelta,Zipf_0.8,1000,10,4,0,199903
LEAP-noHotDelta,Zipf_0.8,1000,10,4,1,223822
LEAP-noHotDelta,Zipf_0.8,1000,10,4,2,217705
LEAP-noHotDelta,Zipf_0.8,1000,10,4,3,224366
LEAP-noHotDelta,Zipf_0.8,1000,10,4,4,211812
LEAP-noHotDelta,Zipf_0.8,1000,10,4,5,203092
LEAP-noHotDelta,Zipf_0.8,1000,10,4,6,205355
LEAP-noHotDelta,Zipf_0.8,1000,10,8,0,254299
LEAP-noHotDelta,Zipf_0.8,1000,10,8,1,248048
LEAP-noHotDelta,Zipf_0.8,1000,10,8,2,257807
LEAP-noHotDelta,Zipf_0.8,1000,10,8,3,248266
LEAP-noHotDelta,Zipf_0.8,1000,10,8,4,251048
LEAP-noHotDelta,Zipf_0.8,1000,10,8,5,250003
LEAP-noHotDelta,Zipf_0.8,1000,10,8,6,251645
LEAP-noHotDelta,Zipf_0.8,1000,10,16,0,254096
LEAP-noHotDelta,Zipf_0.8,1000,10,16,1,208519
LEAP-noHotDelta,Zipf_0.8,1000,10,16,2,236117
LEAP-noHotDelta,Zipf_0.8,1000,10,16,3,225907
LEAP-noHotDelta,Zipf_0.8,1000,10,16,4,227411
LEAP-noHotDelta,Zipf_0.8,1000,10,16,5,236216
LEAP-noHotDelta,Zipf_0.8,1000,10,16,6,245660
LEAP-noBP,Zipf_0.8,1000,10,1,0,77876
LEAP-noBP,Zipf_0.8,1000,10,1,1,78499
LEAP-noBP,Zipf_0.8,1000,10,1,2,78868
LEAP-noBP,Zipf_0.8,1000,10,1,3,78349
LEAP-noBP,Zipf_0.8,1000,10,1,4,78384
LEAP-noBP,Zipf_0.8,1000,10,1,5,78480
LEAP-noBP,Zipf_0.8,1000,10,1,6,78653
LEAP-noBP,Zipf_0.8,1000,10,4,0,244199
LEAP-noBP,Zipf_0.8,1000,10,4,1,250695
LEAP-noBP,Zipf_0.8,1000,10,4,2,234302
LEAP-noBP,Zipf_0.8,1000,10,4,3,252451
LEAP-noBP,Zipf_0.8,1000,10,4,4,234578
LEAP-noBP,Zipf_0.8,1000,10,4,5,251232
LEAP-noBP,Zipf_0.8,1000,10,4,6,246899
LEAP-noBP,Zipf_0.8,1000,10,8,0,349040
LEAP-noBP,Zipf_0.8,1000,10,8,1,361580
LEAP-noBP,Zipf_0.8,1000,10,8,2,362752
LEAP-noBP,Zipf_0.8,1000,10,8,3,353727
LEAP-noBP,Zipf_0.8,1000,10,8,4,355097
LEAP-noBP,Zipf_0.8,1000,10,8,5,357965
LEAP-noBP,Zipf_0.8,1000,10,8,6,357601
LEAP-noBP,Zipf_0.8,1000,10,16,0,375191
LEAP-noBP,Zipf_0.8,1000,10,16,1,376706
LEAP-noBP,Zipf_0.8,1000,10,16,2,303235
LEAP-noBP,Zipf_0.8,1000,10,16,3,294759
LEAP-noBP,Zipf_0.8,1000,10,16,4,313277
LEAP-noBP,Zipf_0.8,1000,10,16,5,277211
LEAP-noBP,Zipf_0.8,1000,10,16,6,331813
LEAP-base,Hotspot_90pct,1000,10,1,0,73544
LEAP-base,Hotspot_90pct,1000,10,1,1,74265
LEAP-base,Hotspot_90pct,1000,10,1,2,74589
LEAP-base,Hotspot_90pct,1000,10,1,3,74316
LEAP-base,Hotspot_90pct,1000,10,1,4,74626
LEAP-base,Hotspot_90pct,1000,10,1,5,74434
LEAP-base,Hotspot_90pct,1000,10,1,6,75321
LEAP-base,Hotspot_90pct,1000,10,4,0,116241
LEAP-base,Hotspot_90pct,1000,10,4,1,123500
LEAP-base,Hotspot_90pct,1000,10,4,2,124864
LEAP-base,Hotspot_90pct,1000,10,4,3,123567
LEAP-base,Hotspot_90pct,1000,10,4,4,129150
LEAP-base,Hotspot_90pct,1000,10,4,5,123300
LEAP-base,Hotspot_90pct,1000,10,4,6,126217
LEAP-base,Hotspot_90pct,1000,10,8,0,86719
LEAP-base,Hotspot_90pct,1000,10,8,1,87351
LEAP-base,Hotspot_90pct,1000,10,8,2,86234
LEAP-base,Hotspot_90pct,1000,10,8,3,88393
LEAP-base,Hotspot_90pct,1000,10,8,4,87259
LEAP-base,Hotspot_90pct,1000,10,8,5,88370
LEAP-base,Hotspot_90pct,1000,10,8,6,87804
LEAP-base,Hotspot_90pct,1000,10,16,0,61143
LEAP-base,Hotspot_90pct,1000,10,16,1,47288
LEAP-base,Hotspot_90pct,1000,10,16,2,59561
LEAP-base,Hotspot_90pct,1000,10,16,3,52005
LEAP-base,Hotspot_90pct,1000,10,16,4,59375
LEAP-base,Hotspot_90pct,1000,10,16,5,56963
LEAP-base,Hotspot_90pct,1000,10,16,6,53274
LEAP,Hotspot_90pct,1000,10,1,0,78927
LEAP,Hotspot_90pct,1000,10,1,1,79668
LEAP,Hotspot_90pct,1000,10,1,2,79649
LEAP,Hotspot_90pct,1000,10,1,3,79936
LEAP,Hotspot_90pct,1000,10,1,4,79586
LEAP,Hotspot_90pct,1000,10,1,5,80067
LEAP,Hotspot_90pct,1000,10,1,6,79373
LEAP,Hotspot_90pct,1000,10,4,0,153123
LEAP,Hotspot_90pct,1000,10,4,1,154792
LEAP,Hotspot_90pct,1000,10,4,2,153187
LEAP,Hotspot_90pct,1000,10,4,3,153194
LEAP,Hotspot_90pct,1000,10,4,4,141817
LEAP,Hotspot_90pct,1000,10,4,5,152715
LEAP,Hotspot_90pct,1000,10,4,6,153257
LEAP,Hotspot_90pct,1000,10,8,0,142430
LEAP,Hotspot_90pct,1000,10,8,1,141194
LEAP,Hotspot_90pct,1000,10,8,2,144848
LEAP,Hotspot_90pct,1000,10,8,3,141116
LEAP,Hotspot_90pct,1000,10,8,4,145361
LEAP,Hotspot_90pct,1000,10,8,5,143359
LEAP,Hotspot_90pct,1000,10,8,6,145698
LEAP,Hotspot_90pct,1000,10,16,0,99834
LEAP,Hotspot_90pct,1000,10,16,1,111568
LEAP,Hotspot_90pct,1000,10,16,2,105336
LEAP,Hotspot_90pct,1000,10,16,3,114631
LEAP,Hotspot_90pct,1000,10,16,4,102427
LEAP,Hotspot_90pct,1000,10,16,5,117312
LEAP,Hotspot_90pct,1000,10,16,6,100349
LEAP-noDomain,Hotspot_90pct,1000,10,1,0,77929
LEAP-noDomain,Hotspot_90pct,1000,10,1,1,79440
LEAP-noDomain,Hotspot_90pct,1000,10,1,2,79064
LEAP-noDomain,Hotspot_90pct,1000,10,1,3,79129
LEAP-noDomain,Hotspot_90pct,1000,10,1,4,78929
LEAP-noDomain,Hotspot_90pct,1000,10,1,5,78733
LEAP-noDomain,Hotspot_90pct,1000,10,1,6,79238
LEAP-noDomain,Hotspot_90pct,1000,10,4,0,144370
LEAP-noDomain,Hotspot_90pct,1000,10,4,1,147999
LEAP-noDomain,Hotspot_90pct,1000,10,4,2,151718
LEAP-noDomain,Hotspot_90pct,1000,10,4,3,145491
LEAP-noDomain,Hotspot_90pct,1000,10,4,4,154328
LEAP-noDomain,Hotspot_90pct,1000,10,4,5,143556
LEAP-noDomain,Hotspot_90pct,1000,10,4,6,153536
LEAP-noDomain,Hotspot_90pct,1000,10,8,0,139142
LEAP-noDomain,Hotspot_90pct,1000,10,8,1,140992
LEAP-noDomain,Hotspot_90pct,1000,10,8,2,140886
LEAP-noDomain,Hotspot_90pct,1000,10,8,3,144341
LEAP-noDomain,Hotspot_90pct,1000,10,8,4,141158
LEAP-noDomain,Hotspot_90pct,1000,10,8,5,142659
LEAP-noDomain,Hotspot_90pct,1000,10,8,6,140659
LEAP-noDomain,Hotspot_90pct,1000,10,16,0,117124
LEAP-noDomain,Hotspot_90pct,1000,10,16,1,106986
LEAP-noDomain,Hotspot_90pct,1000,10,16,2,99592
LEAP-noDomain,Hotspot_90pct,1000,10,16,3,90834
LEAP-noDomain,Hotspot_90pct,1000,10,16,4,108292
LEAP-noDomain,Hotspot_90pct,1000,10,16,5,95926
LEAP-noDomain,Hotspot_90pct,1000,10,16,6,116415
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,0,79160
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,1,80760
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,2,79407
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,3,79921
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,4,79252
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,5,80876
LEAP-noHotDelta,Hotspot_90pct,1000,10,1,6,79501
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,0,143033
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,1,141229
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,2,142440
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,3,141061
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,4,134213
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,5,130910
LEAP-noHotDelta,Hotspot_90pct,1000,10,4,6,145294
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,0,115680
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,1,112702
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,2,112435
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,3,114116
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,4,113133
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,5,113682
LEAP-noHotDelta,Hotspot_90pct,1000,10,8,6,111328
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,0,78361
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,1,64734
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,2,84957
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,3,78040
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,4,76078
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,5,83146
LEAP-noHotDelta,Hotspot_90pct,1000,10,16,6,82809
LEAP-noBP,Hotspot_90pct,1000,10,1,0,78732
LEAP-noBP,Hotspot_90pct,1000,10,1,1,79271
LEAP-noBP,Hotspot_90pct,1000,10,1,2,78704
LEAP-noBP,Hotspot_90pct,1000,10,1,3,79610
LEAP-noBP,Hotspot_90pct,1000,10,1,4,78593
LEAP-noBP,Hotspot_90pct,1000,10,1,5,79107
LEAP-noBP,Hotspot_90pct,1000,10,1,6,79381
LEAP-noBP,Hotspot_90pct,1000,10,4,0,150383
LEAP-noBP,Hotspot_90pct,1000,10,4,1,153025
LEAP-noBP,Hotspot_90pct,1000,10,4,2,144472
LEAP-noBP,Hotspot_90pct,1000,10,4,3,150933
LEAP-noBP,Hotspot_90pct,1000,10,4,4,154043
LEAP-noBP,Hotspot_90pct,1000,10,4,5,145630
LEAP-noBP,Hotspot_90pct,1000,10,4,6,156285
LEAP-noBP,Hotspot_90pct,1000,10,8,0,143468
LEAP-noBP,Hotspot_90pct,1000,10,8,1,143830
LEAP-noBP,Hotspot_90pct,1000,10,8,2,141301
LEAP-noBP,Hotspot_90pct,1000,10,8,3,143163
LEAP-noBP,Hotspot_90pct,1000,10,8,4,135497
LEAP-noBP,Hotspot_90pct,1000,10,8,5,143761
LEAP-noBP,Hotspot_90pct,1000,10,8,6,140520
LEAP-noBP,Hotspot_90pct,1000,10,16,0,114536
LEAP-noBP,Hotspot_90pct,1000,10,16,1,113989
LEAP-noBP,Hotspot_90pct,1000,10,16,2,91514
LEAP-noBP,Hotspot_90pct,1000,10,16,3,109418
LEAP-noBP,Hotspot_90pct,1000,10,16,4,86876
LEAP-noBP,Hotspot_90pct,1000,10,16,5,103847
LEAP-noBP,Hotspot_90pct,1000,10,16,6,106780
Serial,Uniform,1000,100,1,0,11609
Serial,Uniform,1000,100,1,1,11609
Serial,Uniform,1000,100,1,2,11628
Serial,Uniform,1000,100,1,3,11641
Serial,Uniform,1000,100,1,4,11642
Serial,Uniform,1000,100,1,5,11642
Serial,Uniform,1000,100,1,6,11635
LEAP-base,Uniform,1000,100,1,0,11015
LEAP-base,Uniform,1000,100,1,1,11012
LEAP-base,Uniform,1000,100,1,2,11018
LEAP-base,Uniform,1000,100,1,3,10995
LEAP-base,Uniform,1000,100,1,4,11017
LEAP-base,Uniform,1000,100,1,5,11001
LEAP-base,Uniform,1000,100,1,6,10967
LEAP-base,Uniform,1000,100,2,0,21636
LEAP-base,Uniform,1000,100,2,1,21397
LEAP-base,Uniform,1000,100,2,2,21680
LEAP-base,Uniform,1000,100,2,3,21950
LEAP-base,Uniform,1000,100,2,4,21590
LEAP-base,Uniform,1000,100,2,5,21730
LEAP-base,Uniform,1000,100,2,6,21648
LEAP-base,Uniform,1000,100,4,0,43282
LEAP-base,Uniform,1000,100,4,1,42892
LEAP-base,Uniform,1000,100,4,2,43256
LEAP-base,Uniform,1000,100,4,3,42812
LEAP-base,Uniform,1000,100,4,4,43270
LEAP-base,Uniform,1000,100,4,5,42962
LEAP-base,Uniform,1000,100,4,6,43256
LEAP-base,Uniform,1000,100,8,0,77977
LEAP-base,Uniform,1000,100,8,1,82081
LEAP-base,Uniform,1000,100,8,2,78144
LEAP-base,Uniform,1000,100,8,3,81745
LEAP-base,Uniform,1000,100,8,4,81521
LEAP-base,Uniform,1000,100,8,5,80215
LEAP-base,Uniform,1000,100,8,6,82593
LEAP-base,Uniform,1000,100,16,0,130910
LEAP-base,Uniform,1000,100,16,1,122437
LEAP-base,Uniform,1000,100,16,2,133257
LEAP-base,Uniform,1000,100,16,3,121981
LEAP-base,Uniform,1000,100,16,4,131324
LEAP-base,Uniform,1000,100,16,5,130611
LEAP-base,Uniform,1000,100,16,6,124349
LEAP,Uniform,1000,100,1,0,11044
LEAP,Uniform,1000,100,1,1,11065
LEAP,Uniform,1000,100,1,2,11077
LEAP,Uniform,1000,100,1,3,11063
LEAP,Uniform,1000,100,1,4,11065
LEAP,Uniform,1000,100,1,5,11064
LEAP,Uniform,1000,100,1,6,11077
LEAP,Uniform,1000,100,2,0,21825
LEAP,Uniform,1000,100,2,1,21870
LEAP,Uniform,1000,100,2,2,21815
LEAP,Uniform,1000,100,2,3,21859
