engine,scenario,accounts,overhead_us,threads,run,tps
LEAP,Uniform,1000,0,1,5,304120
LEAP,Uniform,1000,0,1,6,300706
LEAP,Uniform,1000,0,2,0,378560
LEAP,Uniform,1000,0,2,1,299114
LEAP,Uniform,1000,0,2,2,322118
LEAP,Uniform,1000,0,2,3,365918
LEAP,Uniform,1000,0,2,4,349661
LEAP,Uniform,1000,0,2,5,321214
LEAP,Uniform,1000,0,2,6,339548
LEAP,Uniform,1000,0,4,0,453957
LEAP,Uniform,1000,0,4,1,329870
LEAP,Uniform,1000,0,4,2,329581
LEAP,Uniform,1000,0,4,3,375255
LEAP,Uniform,1000,0,4,4,417148
LEAP,Uniform,1000,0,4,5,348222
LEAP,Uniform,1000,0,4,6,404342
LEAP,Uniform,1000,0,8,0,606039
LEAP,Uniform,1000,0,8,1,506112
LEAP,Uniform,1000,0,8,2,552814
LEAP,Uniform,1000,0,8,3,566189
LEAP,Uniform,1000,0,8,4,564282
LEAP,Uniform,1000,0,8,5,559101
LEAP,Uniform,1000,0,8,6,568969
LEAP,Uniform,1000,0,16,0,346424
LEAP,Uniform,1000,0,16,1,774549
LEAP,Uniform,1000,0,16,2,827852
LEAP,Uniform,1000,0,16,3,514968
LEAP,Uniform,1000,0,16,4,625102
LEAP,Uniform,1000,0,16,5,395412
LEAP,Uniform,1000,0,16,6,336944
Serial,Hotspot_90pct,1000,0,1,0,296033156
Serial,Hotspot_90pct,1000,0,1,1,152907537
Serial,Hotspot_90pct,1000,0,1,2,149503648
Serial,Hotspot_90pct,1000,0,1,3,152026513
Serial,Hotspot_90pct,1000,0,1,4,299580587
Serial,Hotspot_90pct,1000,0,1,5,298873248
Serial,Hotspot_90pct,1000,0,1,6,293953379
LEAP-base,Hotspot_90pct,1000,0,1,0,293163
LEAP-base,Hotspot_90pct,1000,0,1,1,291263
LEAP-base,Hotspot_90pct,1000,0,1,2,296779
LEAP-base,Hotspot_90pct,1000,0,1,3,288099
LEAP-base,Hotspot_90pct,1000,0,1,4,293297
LEAP-base,Hotspot_90pct,1000,0,1,5,280101
LEAP-base,Hotspot_90pct,1000,0,1,6,285043
LEAP-base,Hotspot_90pct,1000,0,2,0,302034
LEAP-base,Hotspot_90pct,1000,0,2,1,295225
LEAP-base,Hotspot_90pct,1000,0,2,2,280305
LEAP-base,Hotspot_90pct,1000,0,2,3,277447
LEAP-base,Hotspot_90pct,1000,0,2,4,280602
LEAP-base,Hotspot_90pct,1000,0,2,5,289010
LEAP-base,Hotspot_90pct,1000,0,2,6,302616
LEAP-base,Hotspot_90pct,1000,0,4,0,401586
LEAP-base,Hotspot_90pct,1000,0,4,1,422923
LEAP-base,Hotspot_90pct,1000,0,4,2,357779
LEAP-base,Hotspot_90pct,1000,0,4,3,376960
LEAP-base,Hotspot_90pct,1000,0,4,4,337822
LEAP-base,Hotspot_90pct,1000,0,4,5,342033
LEAP-base,Hotspot_90pct,1000,0,4,6,345157
LEAP-base,Hotspot_90pct,1000,0,8,0,502813
LEAP-base,Hotspot_90pct,1000,0,8,1,567482
LEAP-base,Hotspot_90pct,1000,0,8,2,572083
LEAP-base,Hotspot_90pct,1000,0,8,3,495166
LEAP-base,Hotspot_90pct,1000,0,8,4,523563
LEAP-base,Hotspot_90pct,1000,0,8,5,565803
LEAP-base,Hotspot_90pct,1000,0,8,6,506093
LEAP-base,Hotspot_90pct,1000,0,16,0,324337
LEAP-base,Hotspot_90pct,1000,0,16,1,824135
LEAP-base,Hotspot_90pct,1000,0,16,2,525061
LEAP-base,Hotspot_90pct,1000,0,16,3,695109
LEAP-base,Hotspot_90pct,1000,0,16,4,494230
LEAP-base,Hotspot_90pct,1000,0,16,5,697839
LEAP-base,Hotspot_90pct,1000,0,16,6,483023
LEAP,Hotspot_90pct,1000,0,1,0,301976
LEAP,Hotspot_90pct,1000,0,1,1,291724
LEAP,Hotspot_90pct,1000,0,1,2,295239
LEAP,Hotspot_90pct,1000,0,1,3,293344
LEAP,Hotspot_90pct,1000,0,1,4,286087
LEAP,Hotspot_90pct,1000,0,1,5,303351
LEAP,Hotspot_90pct,1000,0,1,6,296697
LEAP,Hotspot_90pct,1000,0,2,0,342439
LEAP,Hotspot_90pct,1000,0,2,1,344480
LEAP,Hotspot_90pct,1000,0,2,2,354565
LEAP,Hotspot_90pct,1000,0,2,3,351004
LEAP,Hotspot_90pct,1000,0,2,4,336370
LEAP,Hotspot_90pct,1000,0,2,5,354920
LEAP,Hotspot_90pct,1000,0,2,6,358685
LEAP,Hotspot_90pct,1000,0,4,0,365881
LEAP,Hotspot_90pct,1000,0,4,1,347584
LEAP,Hotspot_90pct,1000,0,4,2,349902
LEAP,Hotspot_90pct,1000,0,4,3,323980
LEAP,Hotspot_90pct,1000,0,4,4,387363
LEAP,Hotspot_90pct,1000,0,4,5,382635
LEAP,Hotspot_90pct,1000,0,4,6,357427
LEAP,Hotspot_90pct,1000,0,8,0,593712
LEAP,Hotspot_90pct,1000,0,8,1,513623
LEAP,Hotspot_90pct,1000,0,8,2,569415
LEAP,Hotspot_90pct,1000,0,8,3,664000
LEAP,Hotspot_90pct,1000,0,8,4,581205
LEAP,Hotspot_90pct,1000,0,8,5,493139
LEAP,Hotspot_90pct,1000,0,8,6,531613
LEAP,Hotspot_90pct,1000,0,16,0,522770
LEAP,Hotspot_90pct,1000,0,16,1,450603
LEAP,Hotspot_90pct,1000,0,16,2,891467
LEAP,Hotspot_90pct,1000,0,16,3,892239
LEAP,Hotspot_90pct,1000,0,16,4,800959
LEAP,Hotspot_90pct,1000,0,16,5,547190
LEAP,Hotspot_90pct,1000,0,16,6,729898
Serial,Uniform,1000,1,1,0,1158479
Serial,Uniform,1000,1,1,1,1155266
Serial,Uniform,1000,1,1,2,1155346
Serial,Uniform,1000,1,1,3,1159235
Serial,Uniform,1000,1,1,4,1160831
Serial,Uniform,1000,1,1,5,1156951
Serial,Uniform,1000,1,1,6,1155856
LEAP-base,Uniform,1000,1,1,0,239619
LEAP-base,Uniform,1000,1,1,1,241654
LEAP-base,Uniform,1000,1,1,2,225791
LEAP-base,Uniform,1000,1,1,3,228687
LEAP-base,Uniform,1000,1,1,4,236450
LEAP-base,Uniform,1000,1,1,5,239671
LEAP-base,Uniform,1000,1,1,6,237360
LEAP-base,Uniform,1000,1,2,0,310861
LEAP-base,Uniform,1000,1,2,1,291357
LEAP-base,Uniform,1000,1,2,2,284566
LEAP-base,Uniform,1000,1,2,3,300433
LEAP-base,Uniform,1000,1,2,4,329492
LEAP-base,Uniform,1000,1,2,5,310838
LEAP-base,Uniform,1000,1,2,6,291268
LEAP-base,Uniform,1000,1,4,0,367473
LEAP-base,Uniform,1000,1,4,1,385160
LEAP-base,Uniform,1000,1,4,2,316774
LEAP-base,Uniform,1000,1,4,3,332084
LEAP-base,Uniform,1000,1,4,4,305612
LEAP-base,Uniform,1000,1,4,5,346240
LEAP-base,Uniform,1000,1,4,6,327000
LEAP-base,Uniform,1000,1,8,0,473677
LEAP-base,Uniform,1000,1,8,1,555272
LEAP-base,Uniform,1000,1,8,2,539916
LEAP-base,Uniform,1000,1,8,3,501661
LEAP-base,Uniform,1000,1,8,4,580298
LEAP-base,Uniform,1000,1,8,5,525397
LEAP-base,Uniform,1000,1,8,6,562850
LEAP-base,Uniform,1000,1,16,0,641025
LEAP-base,Uniform,1000,1,16,1,667793
LEAP-base,Uniform,1000,1,16,2,647086
LEAP-base,Uniform,1000,1,16,3,356887
LEAP-base,Uniform,1000,1,16,4,689758
LEAP-base,Uniform,1000,1,16,5,364857
LEAP-base,Uniform,1000,1,16,6,429001
LEAP,Uniform,1000,1,1,0,237013
LEAP,Uniform,1000,1,1,1,219000
LEAP,Uniform,1000,1,1,2,237790
LEAP,Uniform,1000,1,1,3,237391
LEAP,Uniform,1000,1,1,4,239444
LEAP,Uniform,1000,1,1,5,234393
LEAP,Uniform,1000,1,1,6,232112
LEAP,Uniform,1000,1,2,0,349451
LEAP,Uniform,1000,1,2,1,329952
LEAP,Uniform,1000,1,2,2,309925
LEAP,Uniform,1000,1,2,3,305419
LEAP,Uniform,1000,1,2,4,318913
LEAP,Uniform,1000,1,2,5,306251
LEAP,Uniform,1000,1,2,6,318293
LEAP,Uniform,1000,1,4,0,341044
LEAP,Uniform,1000,1,4,1,413956
LEAP,Uniform,1000,1,4,2,392630
LEAP,Uniform,1000,1,4,3,399186
LEAP,Uniform,1000,1,4,4,395895
LEAP,Uniform,1000,1,4,5,358904
LEAP,Uniform,1000,1,4,6,367866
LEAP,Uniform,1000,1,8,0,521083
LEAP,Uniform,1000,1,8,1,528657
LEAP,Uniform,1000,1,8,2,538147
LEAP,Uniform,1000,1,8,3,548406
LEAP,Uniform,1000,1,8,4,538085
LEAP,Uniform,1000,1,8,5,551183
LEAP,Uniform,1000,1,8,6,557134
LEAP,Uniform,1000,1,16,0,715708
LEAP,Uniform,1000,1,16,1,775039
LEAP,Uniform,1000,1,16,2,723848
LEAP,Uniform,1000,1,16,3,326454
LEAP,Uniform,1000,1,16,4,416009
LEAP,Uniform,1000,1,16,5,781662
LEAP,Uniform,1000,1,16,6,529159
Serial,Hotspot_90pct,1000,1,1,0,1158704
Serial,Hotspot_90pct,1000,1,1,1,1160936
Serial,Hotspot_90pct,1000,1,1,2,1162840
Serial,Hotspot_90pct,1000,1,1,3,1156512
Serial,Hotspot_90pct,1000,1,1,4,1161861
Serial,Hotspot_90pct,1000,1,1,5,1158129
Serial,Hotspot_90pct,1000,1,1,6,1158448
LEAP-base,Hotspot_90pct,1000,1,1,0,238993
LEAP-base,Hotspot_90pct,1000,1,1,1,229701
LEAP-base,Hotspot_90pct,1000,1,1,2,238526
LEAP-base,Hotspot_90pct,1000,1,1,3,235663
LEAP-base,Hotspot_90pct,1000,1,1,4,233279
LEAP-base,Hotspot_90pct,1000,1,1,5,243203
LEAP-base,Hotspot_90pct,1000,1,1,6,241126
LEAP-base,Hotspot_90pct,1000,1,2,0,317925
LEAP-base,Hotspot_90pct,1000,1,2,1,297967
LEAP-base,Hotspot_90pct,1000,1,2,2,293711
LEAP-base,Hotspot_90pct,1000,1,2,3,290466
LEAP-base,Hotspot_90pct,1000,1,2,4,291732
LEAP-base,Hotspot_90pct,1000,1,2,5,312167
LEAP-base,Hotspot_90pct,1000,1,2,6,288976
LEAP-base,Hotspot_90pct,1000,1,4,0,352970
LEAP-base,Hotspot_90pct,1000,1,4,1,370452
LEAP-base,Hotspot_90pct,1000,1,4,2,382772
LEAP-base,Hotspot_90pct,1000,1,4,3,337870
LEAP-base,Hotspot_90pct,1000,1,4,4,356369
LEAP-base,Hotspot_90pct,1000,1,4,5,364018
LEAP-base,Hotspot_90pct,1000,1,4,6,365357
LEAP-base,Hotspot_90pct,1000,1,8,0,534082
LEAP-base,Hotspot_90pct,1000,1,8,1,480747
LEAP-base,Hotspot_90pct,1000,1,8,2,472882
LEAP-base,Hotspot_90pct,1000,1,8,3,494035
LEAP-base,Hotspot_90pct,1000,1,8,4,510959
LEAP-base,Hotspot_90pct,1000,1,8,5,480025
LEAP-base,Hotspot_90pct,1000,1,8,6,563964
LEAP-base,Hotspot_90pct,1000,1,16,0,424779
LEAP-base,Hotspot_90pct,1000,1,16,1,438616
LEAP-base,Hotspot_90pct,1000,1,16,2,788148
LEAP-base,Hotspot_90pct,1000,1,16,3,786699
LEAP-base,Hotspot_90pct,1000,1,16,4,339394
LEAP-base,Hotspot_90pct,1000,1,16,5,711435
LEAP-base,Hotspot_90pct,1000,1,16,6,508686
LEAP,Hotspot_90pct,1000,1,1,0,229388
LEAP,Hotspot_90pct,1000,1,1,1,219714
LEAP,Hotspot_90pct,1000,1,1,2,233371
LEAP,Hotspot_90pct,1000,1,1,3,240887
LEAP,Hotspot_90pct,1000,1,1,4,241691
LEAP,Hotspot_90pct,1000,1,1,5,242145
LEAP,Hotspot_90pct,1000,1,1,6,240900
LEAP,Hotspot_90pct,1000,1,2,0,298637
LEAP,Hotspot_90pct,1000,1,2,1,310933
LEAP,Hotspot_90pct,1000,1,2,2,317014
LEAP,Hotspot_90pct,1000,1,2,3,319145
LEAP,Hotspot_90pct,1000,1,2,4,318453
LEAP,Hotspot_90pct,1000,1,2,5,326447
LEAP,Hotspot_90pct,1000,1,2,6,327470
LEAP,Hotspot_90pct,1000,1,4,0,398918
LEAP,Hotspot_90pct,1000,1,4,1,416383
LEAP,Hotspot_90pct,1000,1,4,2,397990
LEAP,Hotspot_90pct,1000,1,4,3,380763
LEAP,Hotspot_90pct,1000,1,4,4,460737
LEAP,Hotspot_90pct,1000,1,4,5,411510
LEAP,Hotspot_90pct,1000,1,4,6,409758
LEAP,Hotspot_90pct,1000,1,8,0,569631
LEAP,Hotspot_90pct,1000,1,8,1,506944
LEAP,Hotspot_90pct,1000,1,8,2,521432
LEAP,Hotspot_90pct,1000,1,8,3,573916
LEAP,Hotspot_90pct,1000,1,8,4,516066
LEAP,Hotspot_90pct,1000,1,8,5,577792
LEAP,Hotspot_90pct,1000,1,8,6,518600
LEAP,Hotspot_90pct,1000,1,16,0,753957
LEAP,Hotspot_90pct,1000,1,16,1,801179
LEAP,Hotspot_90pct,1000,1,16,2,628322
LEAP,Hotspot_90pct,1000,1,16,3,502981
LEAP,Hotspot_90pct,1000,1,16,4,705741
LEAP,Hotspot_90pct,1000,1,16,5,457083
LEAP,Hotspot_90pct,1000,1,16,6,769333
Serial,Uniform,1000,3,1,0,386903
Serial,Uniform,1000,3,1,1,388276
Serial,Uniform,1000,3,1,2,386380
Serial,Uniform,1000,3,1,3,388420
Serial,Uniform,1000,3,1,4,388053
Serial,Uniform,1000,3,1,5,388285
Serial,Uniform,1000,3,1,6,388238
LEAP-base,Uniform,1000,3,1,0,164819
LEAP-base,Uniform,1000,3,1,1,167076
LEAP-base,Uniform,1000,3,1,2,168468
LEAP-base,Uniform,1000,3,1,3,169564
LEAP-base,Uniform,1000,3,1,4,169305
LEAP-base,Uniform,1000,3,1,5,163124
LEAP-base,Uniform,1000,3,1,6,165542
LEAP-base,Uniform,1000,3,2,0,268819
LEAP-base,Uniform,1000,3,2,1,265470
LEAP-base,Uniform,1000,3,2,2,263775
LEAP-base,Uniform,1000,3,2,3,264520
LEAP-base,Uniform,1000,3,2,4,248371
LEAP-base,Uniform,1000,3,2,5,263643
LEAP-base,Uniform,1000,3,2,6,268531
LEAP-base,Uniform,1000,3,4,0,321565
LEAP-base,Uniform,1000,3,4,1,340102
LEAP-base,Uniform,1000,3,4,2,343774
LEAP-base,Uniform,1000,3,4,3,310354
LEAP-base,Uniform,1000,3,4,4,314247
LEAP-base,Uniform,1000,3,4,5,316632
LEAP-base,Uniform,1000,3,4,6,301773
LEAP-base,Uniform,1000,3,8,0,503927
LEAP-base,Uniform,1000,3,8,1,478611
LEAP-base,Uniform,1000,3,8,2,479312
LEAP-base,Uniform,1000,3,8,3,477416
LEAP-base,Uniform,1000,3,8,4,528715
LEAP-base,Uniform,1000,3,8,5,518553
LEAP-base,Uniform,1000,3,8,6,495271
LEAP-base,Uniform,1000,3,16,0,684374
LEAP-base,Uniform,1000,3,16,1,669673
LEAP-base,Uniform,1000,3,16,2,286968
LEAP-base,Uniform,1000,3,16,3,759037
LEAP-base,Uniform,1000,3,16,4,800305
LEAP-base,Uniform,1000,3,16,5,360735
LEAP-base,Uniform,1000,3,16,6,723683
LEAP,Uniform,1000,3,1,0,164579
LEAP,Uniform,1000,3,1,1,165246
LEAP,Uniform,1000,3,1,2,165046
LEAP,Uniform,1000,3,1,3,165929
LEAP,Uniform,1000,3,1,4,166038
LEAP,Uniform,1000,3,1,5,164353
LEAP,Uniform,1000,3,1,6,164707
LEAP,Uniform,1000,3,2,0,269637
LEAP,Uniform,1000,3,2,1,263860
LEAP,Uniform,1000,3,2,2,268177
LEAP,Uniform,1000,3,2,3,269893
LEAP,Uniform,1000,3,2,4,263071
LEAP,Uniform,1000,3,2,5,251398
LEAP,Uniform,1000,3,2,6,263464
LEAP,Uniform,1000,3,4,0,378752
LEAP,Uniform,1000,3,4,1,378310
LEAP,Uniform,1000,3,4,2,374167
LEAP,Uniform,1000,3,4,3,373566
LEAP,Uniform,1000,3,4,4,370515
LEAP,Uniform,1000,3,4,5,385415
LEAP,Uniform,1000,3,4,6,390857
LEAP,Uniform,1000,3,8,0,520560
LEAP,Uniform,1000,3,8,1,476292
LEAP,Uniform,1000,3,8,2,484209
LEAP,Uniform,1000,3,8,3,503886
LEAP,Uniform,1000,3,8,4,518833
LEAP,Uniform,1000,3,8,5,517159
LEAP,Uniform,1000,3,8,6,510670
LEAP,Uniform,1000,3,16,0,778567
LEAP,Uniform,1000,3,16,1,421481
LEAP,Uniform,1000,3,16,2,613879
LEAP,Uniform,1000,3,16,3,774495
LEAP,Uniform,1000,3,16,4,524881
LEAP,Uniform,1000,3,16,5,409801
LEAP,Uniform,1000,3,16,6,668442
Serial,Hotspot_90pct,1000,3,1,0,388474
Serial,Hotspot_90pct,1000,3,1,1,387631
Serial,Hotspot_90pct,1000,3,1,2,388156
Serial,Hotspot_90pct,1000,3,1,3,387581
Serial,Hotspot_90pct,1000,3,1,4,387494
Serial,Hotspot_90pct,1000,3,1,5,387951
Serial,Hotspot_90pct,1000,3,1,6,387533
LEAP-base,Hotspot_90pct,1000,3,1,0,164241
LEAP-base,Hotspot_90pct,1000,3,1,1,166263
LEAP-base,Hotspot_90pct,1000,3,1,2,167077
LEAP-base,Hotspot_90pct,1000,3,1,3,162355
LEAP-base,Hotspot_90pct,1000,3,1,4,165469
LEAP-base,Hotspot_90pct,1000,3,1,5,176596
LEAP-base,Hotspot_90pct,1000,3,1,6,169315
LEAP-base,Hotspot_90pct,1000,3,2,0,262902
LEAP-base,Hotspot_90pct,1000,3,2,1,261033
LEAP-base,Hotspot_90pct,1000,3,2,2,264882
LEAP-base,Hotspot_90pct,1000,3,2,3,261482
LEAP-base,Hotspot_90pct,1000,3,2,4,269948
LEAP-base,Hotspot_90pct,1000,3,2,5,263522
LEAP-base,Hotspot_90pct,1000,3,2,6,273400
LEAP-base,Hotspot_90pct,1000,3,4,0,310474
LEAP-base,Hotspot_90pct,1000,3,4,1,336405
LEAP-base,Hotspot_90pct,1000,3,4,2,343381
LEAP-base,Hotspot_90pct,1000,3,4,3,323546
LEAP-base,Hotspot_90pct,1000,3,4,4,349302
LEAP-base,Hotspot_90pct,1000,3,4,5,308355
LEAP-base,Hotspot_90pct,1000,3,4,6,322142
LEAP-base,Hotspot_90pct,1000,3,8,0,478296
LEAP-base,Hotspot_90pct,1000,3,8,1,468508
LEAP-base,Hotspot_90pct,1000,3,8,2,476024
LEAP-base,Hotspot_90pct,1000,3,8,3,489460
LEAP-base,Hotspot_90pct,1000,3,8,4,476730
LEAP-base,Hotspot_90pct,1000,3,8,5,453435
LEAP-base,Hotspot_90pct,1000,3,8,6,517008
LEAP-base,Hotspot_90pct,1000,3,16,0,743938
LEAP-base,Hotspot_90pct,1000,3,16,1,470598
LEAP-base,Hotspot_90pct,1000,3,16,2,448023
LEAP-base,Hotspot_90pct,1000,3,16,3,417132
LEAP-base,Hotspot_90pct,1000,3,16,4,783443
LEAP-base,Hotspot_90pct,1000,3,16,5,686535
LEAP-base,Hotspot_90pct,1000,3,16,6,595110
LEAP,Hotspot_90pct,1000,3,1,0,162789
LEAP,Hotspot_90pct,1000,3,1,1,164712
LEAP,Hotspot_90pct,1000,3,1,2,165884
LEAP,Hotspot_90pct,1000,3,1,3,168042
LEAP,Hotspot_90pct,1000,3,1,4,162926
LEAP,Hotspot_90pct,1000,3,1,5,165194
LEAP,Hotspot_90pct,1000,3,1,6,165552
LEAP,Hotspot_90pct,1000,3,2,0,278870
LEAP,Hotspot_90pct,1000,3,2,1,276170
LEAP,Hotspot_90pct,1000,3,2,2,280927
LEAP,Hotspot_90pct,1000,3,2,3,279099
LEAP,Hotspot_90pct,1000,3,2,4,283540
LEAP,Hotspot_90pct,1000,3,2,5,281605
LEAP,Hotspot_90pct,1000,3,2,6,280199
LEAP,Hotspot_90pct,1000,3,4,0,350118
LEAP,Hotspot_90pct,1000,3,4,1,350801
LEAP,Hotspot_90pct,1000,3,4,2,353068
LEAP,Hotspot_90pct,1000,3,4,3,372694
LEAP,Hotspot_90pct,1000,3,4,4,369643
LEAP,Hotspot_90pct,1000,3,4,5,360142
LEAP,Hotspot_90pct,1000,3,4,6,387143
LEAP,Hotspot_90pct,1000,3,8,0,579182
LEAP,Hotspot_90pct,1000,3,8,1,495539
LEAP,Hotspot_90pct,1000,3,8,2,501198
LEAP,Hotspot_90pct,1000,3,8,3,518347
LEAP,Hotspot_90pct,1000,3,8,4,480637
LEAP,Hotspot_90pct,1000,3,8,5,526321
LEAP,Hotspot_90pct,1000,3,8,6,514092
LEAP,Hotspot_90pct,1000,3,16,0,359949
LEAP,Hotspot_90pct,1000,3,16,1,705546
LEAP,Hotspot_90pct,1000,3,16,2,769986
LEAP,Hotspot_90pct,1000,3,16,3,496651
LEAP,Hotspot_90pct,1000,3,16,4,670690
LEAP,Hotspot_90pct,1000,3,16,5,663166
LEAP,Hotspot_90pct,1000,3,16,6,673878
Serial,Uniform,1000,10,1,0,116470
Serial,Uniform,1000,10,1,1,116513
Serial,Uniform,1000,10,1,2,116365
Serial,Uniform,1000,10,1,3,116380
Serial,Uniform,1000,10,1,4,116665
Serial,Uniform,1000,10,1,5,116492
Serial,Uniform,1000,10,1,6,116652
LEAP-base,Uniform,1000,10,1,0,79008
LEAP-base,Uniform,1000,10,1,1,79817
LEAP-base,Uniform,1000,10,1,2,79120
LEAP-base,Uniform,1000,10,1,3,79180
LEAP-base,Uniform,1000,10,1,4,79170
LEAP-base,Uniform,1000,10,1,5,79530
LEAP-base,Uniform,1000,10,1,6,78612
LEAP-base,Uniform,1000,10,2,0,145962
LEAP-base,Uniform,1000,10,2,1,147271
LEAP-base,Uniform,1000,10,2,2,148394
LEAP-base,Uniform,1000,10,2,3,147048
LEAP-base,Uniform,1000,10,2,4,148415
LEAP-base,Uniform,1000,10,2,5,148965
LEAP-base,Uniform,1000,10,2,6,146453
LEAP-base,Uniform,1000,10,4,0,260920
LEAP-base,Uniform,1000,10,4,1,265629
LEAP-base,Uniform,1000,10,4,2,264910
LEAP-base,Uniform,1000,10,4,3,265735
LEAP-base,Uniform,1000,10,4,4,262944
LEAP-base,Uniform,1000,10,4,5,256028
LEAP-base,Uniform,1000,10,4,6,263800
LEAP-base,Uniform,1000,10,8,0,380683
LEAP-base,Uniform,1000,10,8,1,340161
LEAP-base,Uniform,1000,10,8,2,363008
LEAP-base,Uniform,1000,10,8,3,348259
LEAP-base,Uniform,1000,10,8,4,366309
LEAP-base,Uniform,1000,10,8,5,400472
LEAP-base,Uniform,1000,10,8,6,378158
LEAP-base,Uniform,1000,10,16,0,295238
LEAP-base,Uniform,1000,10,16,1,295707
LEAP-base,Uniform,1000,10,16,2,641952
LEAP-base,Uniform,1000,10,16,3,493597
LEAP-base,Uniform,1000,10,16,4,542356
LEAP-base,Uniform,1000,10,16,5,406921
LEAP-base,Uniform,1000,10,16,6,590658
LEAP,Uniform,1000,10,1,0,79882
LEAP,Uniform,1000,10,1,1,80157
LEAP,Uniform,1000,10,1,2,78667
LEAP,Uniform,1000,10,1,3,79008
LEAP,Uniform,1000,10,1,4,83306
LEAP,Uniform,1000,10,1,5,79307
LEAP,Uniform,1000,10,1,6,82455
LEAP,Uniform,1000,10,2,0,150353
LEAP,Uniform,1000,10,2,1,146711
LEAP,Uniform,1000,10,2,2,145427
LEAP,Uniform,1000,10,2,3,144621
LEAP,Uniform,1000,10,2,4,147990
LEAP,Uniform,1000,10,2,5,147860
LEAP,Uniform,1000,10,2,6,146669
LEAP,Uniform,1000,10,4,0,262832
LEAP,Uniform,1000,10,4,1,263436
LEAP,Uniform,1000,10,4,2,263343
LEAP,Uniform,1000,10,4,3,263040
LEAP,Uniform,1000,10,4,4,261581
LEAP,Uniform,1000,10,4,5,262939
LEAP,Uniform,1000,10,4,6,261751
LEAP,Uniform,1000,10,8,0,389059
LEAP,Uniform,1000,10,8,1,397316
LEAP,Uniform,1000,10,8,2,397428
LEAP,Uniform,1000,10,8,3,405955
LEAP,Uniform,1000,10,8,4,406163
LEAP,Uniform,1000,10,8,5,399221
LEAP,Uniform,1000,10,8,6,409944
LEAP,Uniform,1000,10,16,0,296983
LEAP,Uniform,1000,10,16,1,276509
LEAP,Uniform,1000,10,16,2,440351
LEAP,Uniform,1000,10,16,3,300252
LEAP,Uniform,1000,10,16,4,362091
LEAP,Uniform,1000,10,16,5,616406
LEAP,Uniform,1000,10,16,6,609547
Serial,Hotspot_90pct,1000,10,1,0,116174
Serial,Hotspot_90pct,1000,10,1,1,116486
Serial,Hotspot_90pct,1000,10,1,2,116473
Serial,Hotspot_90pct,1000,10,1,3,116435
Serial,Hotspot_90pct,1000,10,1,4,116546
Serial,Hotspot_90pct,1000,10,1,5,116628
Serial,Hotspot_90pct,1000,10,1,6,116624
LEAP-base,Hotspot_90pct,1000,10,1,0,79509
LEAP-base,Hotspot_90pct,1000,10,1,1,79938
LEAP-base,Hotspot_90pct,1000,10,1,2,80084
LEAP-base,Hotspot_90pct,1000,10,1,3,81040
LEAP-base,Hotspot_90pct,1000,10,1,4,79800
LEAP-base,Hotspot_90pct,1000,10,1,5,79849
LEAP-base,Hotspot_90pct,1000,10,1,6,79454
LEAP-base,Hotspot_90pct,1000,10,2,0,150104
LEAP-base,Hotspot_90pct,1000,10,2,1,148420
